"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Altitude (m)"	"Altitude WGS84 (m)"	"Speed (m/s)"	"Direction (°)"	"Distance (km)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"	"Satellites"
1.021326755E3	4.671910000E0	-7.412528333E1	2.549257931E3	2.570500000E3	7.936501980E0	3.783000183E1	6.249875659E0	2.099999905E0	1.600000000E1	2.400000000E1
1.022326755E3	4.671973333E0	-7.412523667E1	2.549457957E3	2.570700000E3	8.604611397E0	3.970999908E1	6.258836704E0	2.000000000E0	1.639999962E1	2.400000000E1
1.023326755E3	4.672036667E0	-7.412518667E1	2.549657987E3	2.570900000E3	9.074038506E0	3.945000076E1	6.268610209E0	2.000000000E0	1.610000038E1	2.500000000E1
1.024326755E3	4.672106667E0	-7.412513333E1	2.549758018E3	2.571000000E3	9.814208984E0	3.881000137E1	6.279162134E0	2.000000000E0	1.589999962E1	2.500000000E1
1.025326755E3	4.672181667E0	-7.412507500E1	2.550058052E3	2.571300000E3	1.047356796E1	3.818000031E1	6.290493381E0	2.000000000E0	1.539999962E1	2.500000000E1
1.026326755E3	4.672261667E0	-7.412501167E1	2.549758091E3	2.571000000E3	1.121682644E1	3.866999817E1	6.302896097E0	2.000000000E0	1.519999981E1	2.600000000E1
1.027326755E3	4.672350000E0	-7.412494333E1	2.549558131E3	2.570800000E3	1.174802017E1	3.922000122E1	6.316224234E0	2.400000095E0	1.580000019E1	2.500000000E1
1.028326755E3	4.672445000E0	-7.412487000E1	2.549058174E3	2.570300000E3	1.236259842E1	4.095999908E1	6.329782487E0	2.500000000E0	1.589999962E1	2.500000000E1
1.029326755E3	4.672545000E0	-7.412480000E1	2.549058209E3	2.570300000E3	1.288967419E1	3.936999893E1	6.343339048E0	2.599999905E0	1.670000076E1	2.600000000E1
1.030326755E3	4.672640000E0	-7.412472333E1	2.549558257E3	2.570800000E3	1.325821495E1	4.141999817E1	6.357040508E0	2.400000095E0	1.689999962E1	2.600000000E1
1.031326755E3	4.672736667E0	-7.412464667E1	2.550058303E3	2.571300000E3	1.360976982E1	4.084000015E1	6.370368643E0	2.599999905E0	1.689999962E1	2.600000000E1
1.032326755E3	4.672831667E0	-7.412457333E1	2.550358346E3	2.571600000E3	1.321137524E1	4.079999924E1	6.383030948E0	2.700000048E0	1.760000038E1	2.500000000E1
1.033326755E3	4.672921667E0	-7.412450333E1	2.550858387E3	2.572100000E3	1.300548649E1	3.884000015E1	6.395612465E0	2.700000048E0	1.770000076E1	2.400000000E1
1.034326755E3	4.673016667E0	-7.412444167E1	2.555658414E3	2.576900000E3	1.247017574E1	3.733000183E1	6.408100568E0	2.500000000E0	1.560000038E1	2.500000000E1
1.035326755E3	4.673103333E0	-7.412437000E1	2.555858459E3	2.577100000E3	1.202905846E1	3.897000122E1	6.420211860E0	2.599999905E0	1.589999962E1	2.500000000E1
1.036326755E3	4.673188333E0	-7.412430167E1	2.555958501E3	2.577200000E3	1.186537647E1	3.865000153E1	6.432296820E0	2.700000048E0	1.639999962E1	2.600000000E1
1.037326755E3	4.673271667E0	-7.412423167E1	2.556158547E3	2.577400000E3	1.137381649E1	4.065000153E1	6.443702053E0	2.599999905E0	1.639999962E1	2.600000000E1
1.038326755E3	4.673355000E0	-7.412417167E1	2.556258578E3	2.577500000E3	1.121682644E1	3.775000000E1	6.455244150E0	2.599999905E0	1.650000000E1	2.600000000E1
1.039326755E3	4.673433333E0	-7.412410333E1	2.556158624E3	2.577400000E3	1.018841171E1	3.691999817E1	6.464870707E0	2.599999905E0	1.600000000E1	2.600000000E1
1.040326755E3	4.673501667E0	-7.412405000E1	2.555558656E3	2.576800000E3	9.032859802E0	4.029000092E1	6.472880893E0	2.599999905E0	1.620000076E1	2.500000000E1
1.041326755E3	4.673561667E0	-7.412401000E1	2.554858673E3	2.576100000E3	7.954517365E0	3.720000076E1	6.480737392E0	2.500000000E0	1.580000019E1	2.500000000E1
1.042326755E3	4.673620000E0	-7.412397000E1	2.554658692E3	2.575900000E3	8.177906990E0	3.556999969E1	6.489007569E0	2.500000000E0	1.580000019E1	2.400000000E1
1.043326755E3	4.673676667E0	-7.412392167E1	2.554458724E3	2.575700000E3	8.988079071E0	3.674000168E1	6.498201628E0	2.500000000E0	1.620000076E1	2.400000000E1
1.044326755E3	4.673740000E0	-7.412386833E1	2.554458759E3	2.575700000E3	9.518757820E0	3.884999847E1	6.507942685E0	2.599999905E0	1.700000000E1	2.500000000E1
1.045326755E3	4.673808333E0	-7.412381333E1	2.553958792E3	2.575200000E3	9.928991318E0	3.965000153E1	6.517943920E0	2.599999905E0	1.779999924E1	2.500000000E1
1.046326755E3	4.673878333E0	-7.412375667E1	2.553758827E3	2.575000000E3	1.006127548E1	4.004000092E1	6.528986565E0	2.599999905E0	1.689999962E1	2.600000000E1
1.047326755E3	4.673955000E0	-7.412369333E1	2.552658867E3	2.573900000E3	1.076798916E1	4.186999893E1	6.540147525E0	2.400000095E0	1.639999962E1	2.600000000E1
1.048326755E3	4.674031667E0	-7.412362833E1	2.551358910E3	2.572600000E3	1.103873253E1	4.134000015E1	6.551162363E0	2.500000000E0	1.519999981E1	2.500000000E1
1.049326755E3	4.674096667E0	-7.412355333E1	2.549858974E3	2.571100000E3	1.173875523E1	4.515999985E1	6.562806243E0	2.599999905E0	1.530000019E1	2.500000000E1
1.050326755E3	4.674170000E0	-7.412347833E1	2.548759033E3	2.570000000E3	1.205633831E1	4.366999817E1	6.574749689E0	2.599999905E0	1.530000019E1	2.600000000E1
1.051326755E3	4.674251667E0	-7.412340833E1	2.547659079E3	2.568900000E3	1.188081837E1	4.116999817E1	6.587447943E0	2.599999905E0	1.450000000E1	2.400000000E1
1.052326755E3	4.674343333E0	-7.412334000E1	2.547159116E3	2.568400000E3	1.225244808E1	3.918999863E1	6.600776065E0	2.599999905E0	1.480000019E1	2.500000000E1
1.053326755E3	4.674438333E0	-7.412326667E1	2.546959158E3	2.568200000E3	1.281503963E1	3.890999985E1	6.614549011E0	2.599999905E0	1.489999962E1	2.600000000E1
1.054326755E3	4.674538333E0	-7.412319333E1	2.546559196E3	2.567800000E3	1.332976151E1	3.600999832E1	6.628490826E0	2.599999905E0	1.450000000E1	2.600000000E1
1.055326755E3	4.674646667E0	-7.412313000E1	2.547159215E3	2.568400000E3	1.351506138E1	3.440000153E1	6.642367808E0	2.500000000E0	1.469999981E1	2.600000000E1
1.056326755E3	4.674753333E0	-7.412306500E1	2.546859238E3	2.568100000E3	1.396698761E1	3.447999954E1	6.656385627E0	2.500000000E0	1.489999962E1	2.600000000E1
1.057326755E3	4.674858333E0	-7.412299500E1	2.547159268E3	2.568400000E3	1.358609295E1	3.422999954E1	6.670417240E0	2.400000095E0	1.430000019E1	2.600000000E1
1.058326755E3	4.674960000E0	-7.412292000E1	2.546959308E3	2.568200000E3	1.357734299E1	3.525000000E1	6.684900529E0	2.400000095E0	1.460000038E1	2.600000000E1
1.059326755E3	4.675066667E0	-7.412284500E1	2.546659344E3	2.567900000E3	1.408382988E1	3.381999969E1	6.699473855E0	2.400000095E0	1.489999962E1	2.600000000E1
1.060326755E3	4.675166667E0	-7.412276000E1	2.547559399E3	2.568800000E3	1.439111900E1	3.425000000E1	6.714005191E0	2.400000095E0	1.369999981E1	2.500000000E1
1.061326755E3	4.675275000E0	-7.412268667E1	2.548259432E3	2.569500000E3	1.470509911E1	3.404000092E1	6.728901341E0	2.400000095E0	1.380000019E1	2.600000000E1
1.062326755E3	4.675388333E0	-7.412261500E1	2.550859459E3	2.572100000E3	1.539534187E1	3.500000000E1	6.744933517E0	2.299999952E0	1.350000000E1	2.600000000E1
1.063326755E3	4.675505000E0	-7.412253000E1	2.551759503E3	2.573000000E3	1.624205971E1	3.513999939E1	6.761934321E0	2.299999952E0	1.360000038E1	2.500000000E1
1.064326755E3	4.675630000E0	-7.412244167E1	2.552359546E3	2.573600000E3	1.647780228E1	3.352999878E1	6.778935124E0	2.299999952E0	1.319999981E1	2.500000000E1
1.065326755E3	4.675755000E0	-7.412235333E1	2.551959589E3	2.573200000E3	1.736621284E1	3.840999985E1	6.796567379E0	2.299999952E0	1.350000000E1	2.700000000E1
1.066326755E3	4.675878333E0	-7.412225333E1	2.551459649E3	2.572700000E3	1.750415802E1	3.909999847E1	6.814199633E0	2.500000000E0	1.419999981E1	2.700000000E1
1.067326755E3	4.676001667E0	-7.412215333E1	2.551559709E3	2.572800000E3	1.816403198E1	4.109000015E1	6.832779722E0	2.599999905E0	1.510000038E1	2.700000000E1
1.068326755E3	4.676121667E0	-7.412203667E1	2.548759795E3	2.570000000E3	1.812491417E1	4.031999969E1	6.851114869E0	2.500000000E0	1.530000019E1	2.700000000E1
1.069326755E3	4.676243333E0	-7.412192500E1	2.548859873E3	2.570100000E3	1.842757034E1	4.309000015E1	6.869562313E0	2.599999905E0	1.610000038E1	2.700000000E1
1.070326755E3	4.676361667E0	-7.412180833E1	2.548659960E3	2.569900000E3	1.866382790E1	4.406999969E1	6.888410346E0	2.599999905E0	1.660000038E1	2.700000000E1
1.071326755E3	4.676485000E0	-7.412169167E1	2.548460044E3	2.569700000E3	1.884449577E1	4.131000137E1	6.908216639E0	2.599999905E0	1.600000000E1	2.700000000E1
1.072326755E3	4.676626667E0	-7.412158333E1	2.548760103E3	2.570000000E3	1.884449577E1	3.840000153E1	6.927698721E0	2.700000048E0	1.580000019E1	2.700000000E1
1.073326755E3	4.676763333E0	-7.412147333E1	2.548760169E3	2.570000000E3	1.906891441E1	3.670000076E1	6.947325704E0	2.700000048E0	1.500000000E1	2.700000000E1
1.074326755E3	4.676901667E0	-7.412136333E1	2.550660232E3	2.571900000E3	1.928973007E1	3.427000046E1	6.966427117E0	2.599999905E0	1.419999981E1	2.700000000E1
1.075326755E3	4.677045000E0	-7.412126833E1	2.549060272E3	2.570300000E3	1.947966194E1	3.600999832E1	6.986270528E0	2.400000095E0	1.369999981E1	2.700000000E1
1.076326755E3	4.677188333E0	-7.412116167E1	2.549160327E3	2.570400000E3	1.984254074E1	3.868999863E1	7.006223245E0	2.599999905E0	1.460000038E1	2.700000000E1
1.077326755E3	4.677325000E0	-7.412104500E1	2.545560402E3	2.566800000E3	2.024402428E1	4.172000122E1	7.027286274E0	2.400000095E0	1.400000000E1	2.700000000E1
1.078326755E3	4.677458333E0	-7.412091000E1	2.547360504E3	2.568600000E3	2.023579025E1	4.052999878E1	7.047318641E0	2.400000095E0	1.430000019E1	2.700000000E1
1.079326755E3	4.677600000E0	-7.412079833E1	2.546960567E3	2.568200000E3	2.063984680E1	4.086999893E1	7.068268199E0	2.400000095E0	1.369999981E1	2.700000000E1
1.080326755E3	4.677738333E0	-7.412067000E1	2.548360656E3	2.569600000E3	2.067690659E1	4.263999939E1	7.090036829E0	2.500000000E0	1.460000038E1	2.600000000E1
1.081326755E3	4.677866667E0	-7.412052167E1	2.552260780E3	2.573500000E3	2.065786171E1	4.379000092E1	7.110614216E0	2.599999905E0	1.430000019E1	2.600000000E1
1.082326755E3	4.678005000E0	-7.412039833E1	2.558460862E3	2.579700000E3	2.044888496E1	4.481000137E1	7.130240792E0	2.400000095E0	1.430000019E1	2.600000000E1
1.083326755E3	4.678131667E0	-7.412027500E1	2.561060952E3	2.582300000E3	2.021159744E1	4.604999924E1	7.150574671E0	2.299999952E0	1.400000000E1	2.500000000E1
1.084326755E3	4.678270000E0	-7.412015500E1	2.561361029E3	2.582600000E3	2.017453766E1	4.554000092E1	7.170668883E0	2.400000095E0	1.430000019E1	2.400000000E1
1.085326755E3	4.678408333E0	-7.412003833E1	2.561761101E3	2.583000000E3	1.967319870E1	4.536000061E1	7.190945490E0	2.400000095E0	1.439999962E1	2.500000000E1
1.086326755E3	4.678521667E0	-7.411989500E1	2.565561227E3	2.586800000E3	1.930465698E1	4.574000168E1	7.209633443E0	2.299999952E0	1.430000019E1	2.600000000E1
1.087326755E3	4.678626667E0	-7.411976333E1	2.566061342E3	2.587300000E3	1.927480316E1	4.502999878E1	7.229519045E0	2.299999952E0	1.419999981E1	2.600000000E1
1.088326755E3	4.678753333E0	-7.411963667E1	2.566761436E3	2.588000000E3	1.946576500E1	4.515999985E1	7.248358035E0	2.500000000E0	1.439999962E1	2.600000000E1
1.089326755E3	4.678873333E0	-7.411951667E1	2.565161525E3	2.586400000E3	1.947297096E1	4.572999954E1	7.267085545E0	2.400000095E0	1.460000038E1	2.700000000E1
1.090326755E3	4.678986667E0	-7.411939167E1	2.564061625E3	2.585300000E3	1.889545250E1	4.574000168E1	7.285312401E0	2.500000000E0	1.510000038E1	2.700000000E1
1.091326755E3	4.679110000E0	-7.411928333E1	2.562661694E3	2.583900000E3	1.811307526E1	4.511999893E1	7.303502800E0	2.500000000E0	1.539999962E1	2.600000000E1
1.092326755E3	4.679228333E0	-7.411917000E1	2.563861775E3	2.585100000E3	1.687722778E1	4.802999878E1	7.318217981E0	2.599999905E0	1.620000076E1	2.600000000E1
1.093326755E3	4.679330000E0	-7.411908500E1	2.556861826E3	2.578100000E3	1.520952702E1	4.561999893E1	7.333967196E0	2.500000000E0	1.589999962E1	2.400000000E1
1.094326755E3	4.679421667E0	-7.411897667E1	2.556361917E3	2.577600000E3	1.492179680E1	4.231000137E1	7.348801297E0	2.500000000E0	1.489999962E1	2.400000000E1
1.095326755E3	4.679523333E0	-7.411889000E1	2.556261970E3	2.577500000E3	1.459340477E1	4.084000015E1	7.362450905E0	2.500000000E0	1.460000038E1	2.400000000E1
1.096326755E3	4.679616667E0	-7.411881000E1	2.557662020E3	2.578900000E3	1.395566368E1	4.131999969E1	7.374886903E0	2.500000000E0	1.480000019E1	2.400000000E1
1.097326755E3	4.679698333E0	-7.411873333E1	2.556662073E3	2.577900000E3	1.370602322E1	4.129000092E1	7.387874086E0	2.299999952E0	1.469999981E1	2.600000000E1
1.098326755E3	4.679786667E0	-7.411865667E1	2.554162121E3	2.575400000E3	1.255870724E1	4.181000137E1	7.400199393E0	2.299999952E0	1.519999981E1	2.700000000E1
1.099326755E3	4.679870000E0	-7.411858333E1	2.554262168E3	2.575500000E3	1.127910805E1	4.095000076E1	7.410146501E0	2.400000095E0	1.530000019E1	2.700000000E1
1.100326755E3	4.679935000E0	-7.411852167E1	2.553662211E3	2.574900000E3	9.662365913E0	4.186999893E1	7.419047404E0	2.400000095E0	1.519999981E1	2.600000000E1
1.101326755E3	4.679993333E0	-7.411846667E1	2.552962249E3	2.574200000E3	8.540270805E0	4.249000168E1	7.427425242E0	2.400000095E0	1.489999962E1	2.500000000E1
1.102326755E3	4.680048333E0	-7.411841500E1	2.552362284E3	2.573600000E3	7.629212856E0	4.263000107E1	7.435051046E0	2.299999952E0	1.519999981E1	2.700000000E1
1.103326755E3	4.680091667E0	-7.411836167E1	2.551762330E3	2.573000000E3	6.814407349E0	4.209999847E1	7.441564896E0	2.299999952E0	1.469999981E1	2.700000000E1
1.104326755E3	4.680125000E0	-7.411831333E1	2.551162375E3	2.572400000E3	6.593591690E0	4.831999969E1	7.447864578E0	2.299999952E0	1.489999962E1	2.700000000E1
1.105326755E3	4.680161667E0	-7.411827000E1	2.551362412E3	2.572600000E3	6.241521835E0	4.900000000E1	7.453229610E0	2.299999952E0	1.460000038E1	2.700000000E1
1.106326755E3	4.680195000E0	-7.411823500E1	2.551662438E3	2.572900000E3	5.142589569E0	4.702999878E1	7.457287768E0	2.299999952E0	1.500000000E1	2.700000000E1
1.107326755E3	4.680221667E0	-7.411821000E1	2.552162455E3	2.573400000E3	3.909830093E0	4.822000122E1	7.460300050E0	2.200000048E0	1.469999981E1	2.700000000E1
1.108326755E3	4.680241667E0	-7.411819167E1	2.552262468E3	2.573500000E3	2.208673000E0	5.056999969E1	7.461085007E0	2.200000048E0	1.500000000E1	2.600000000E1
1.109326755E3	4.680246667E0	-7.411818667E1	2.552462471E3	2.573700000E3	0.000000000E0	5.056999969E1	7.461269714E0	2.099999905E0	1.519999981E1	2.600000000E1
1.110326755E3	4.680246667E0	-7.411818500E1	2.552562474E3	2.573800000E3	0.000000000E0	5.056999969E1	7.461455038E0	2.200000048E0	1.700000000E1	2.800000000E1
1.111326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	2.200000048E0	1.760000038E1	2.800000000E1
1.112326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	2.200000048E0	1.839999962E1	2.800000000E1
1.113326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	2.200000048E0	1.900000000E1	2.800000000E1
1.114326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	2.200000048E0	1.950000000E1	2.800000000E1
1.115326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	1.200000048E0	1.879999924E1	2.800000000E1
1.116326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	1.100000024E0	1.829999924E1	2.800000000E1
1.117326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	1.100000024E0	1.810000038E1	2.800000000E1
1.118326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	1.200000048E0	1.720000076E1	2.800000000E1
1.119326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	1.299999952E0	1.710000038E1	2.800000000E1
1.120326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	1.399999976E0	1.700000000E1	2.800000000E1
1.121326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	1.500000000E0	1.670000076E1	2.800000000E1
1.122326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	1.100000024E0	1.670000076E1	2.800000000E1
1.123326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	1.000000000E0	1.679999924E1	2.800000000E1
1.124326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.461455038E0	1.000000000E0	1.639999962E1	2.800000000E1
1.125326755E3	4.680245000E0	-7.411818500E1	2.552362475E3	2.573600000E3	0.000000000E0	5.056999969E1	7.462121695E0	1.000000000E0	1.620000076E1	2.800000000E1
1.126326755E3	4.680241667E0	-7.411818000E1	2.552362484E3	2.573600000E3	2.297205210E0	4.704000092E1	7.465133977E0	1.100000024E0	1.280000019E1	2.800000000E1
1.127326755E3	4.680261667E0	-7.411816167E1	2.552562496E3	2.573800000E3	3.543347836E0	4.715000153E1	7.469590628E0	1.600000024E0	1.239999962E1	2.800000000E1
1.128326755E3	4.680291667E0	-7.411813500E1	2.552562513E3	2.573800000E3	4.658751011E0	4.811999893E1	7.474970148E0	1.799999952E0	1.230000019E1	2.800000000E1
1.129326755E3	4.680328333E0	-7.411810333E1	2.552462533E3	2.573700000E3	5.375759125E0	4.756999969E1	7.481132800E0	2.000000000E0	1.239999962E1	2.800000000E1
1.130326755E3	4.680370000E0	-7.411806667E1	2.552262556E3	2.573500000E3	6.282699585E0	4.709999847E1	7.488464609E0	2.099999905E0	1.230000019E1	2.800000000E1
1.131326755E3	4.680418333E0	-7.411802167E1	2.551962587E3	2.573200000E3	6.961617947E0	4.822999954E1	7.495922411E0	2.099999905E0	1.200000000E1	2.800000000E1
1.132326755E3	4.680465000E0	-7.411797333E1	2.551662623E3	2.572900000E3	7.130446911E0	4.936999893E1	7.502992741E0	2.200000048E0	1.219999981E1	2.700000000E1
1.133326755E3	4.680511667E0	-7.411793000E1	2.551762652E3	2.573000000E3	6.889556885E0	5.052999878E1	7.509814056E0	2.200000048E0	1.230000019E1	2.700000000E1
1.134326755E3	4.680551667E0	-7.411788333E1	2.551662691E3	2.572900000E3	6.851982117E0	4.800999832E1	7.517509620E0	2.200000048E0	1.250000000E1	2.800000000E1
1.135326755E3	4.680591667E0	-7.411782667E1	2.551462743E3	2.572700000E3	7.065591812E0	4.781000137E1	7.525775406E0	2.200000048E0	1.250000000E1	2.800000000E1
1.136326755E3	4.680640000E0	-7.411777000E1	2.551262790E3	2.572500000E3	7.804733276E0	4.650000000E1	7.533886627E0	2.200000048E0	1.269999981E1	2.800000000E1
1.137326755E3	4.680691667E0	-7.411771833E1	2.551062828E3	2.572300000E3	8.290116310E0	4.724000168E1	7.542554147E0	2.299999952E0	1.289999962E1	2.800000000E1
1.138326755E3	4.680741667E0	-7.411765833E1	2.551362878E3	2.572600000E3	9.003520966E0	4.624000168E1	7.551581661E0	2.299999952E0	1.330000019E1	2.700000000E1
1.139326755E3	4.680798333E0	-7.411760000E1	2.551362921E3	2.572600000E3	8.799176216E0	4.770999908E1	7.560230283E0	2.299999952E0	1.319999981E1	2.700000000E1
1.140326755E3	4.680850000E0	-7.411754167E1	2.550462968E3	2.571700000E3	8.548506737E0	5.029000092E1	7.568212186E0	2.299999952E0	1.289999962E1	2.600000000E1
1.141326755E3	4.680901667E0	-7.411749167E1	2.550963003E3	2.572200000E3	8.040475845E0	4.861000061E1	7.575542246E0	2.099999905E0	1.310000038E1	2.600000000E1
1.142326755E3	4.680946667E0	-7.411744333E1	2.550363041E3	2.571600000E3	7.518032551E0	4.913999939E1	7.583198536E0	2.200000048E0	1.300000000E1	2.800000000E1
1.143326755E3	4.680988333E0	-7.411738833E1	2.549863089E3	2.571100000E3	6.959044456E0	5.204999924E1	7.590005650E0	2.299999952E0	1.339999962E1	2.700000000E1
1.144326755E3	4.681030000E0	-7.411734333E1	2.550063124E3	2.571300000E3	6.243065834E0	4.959999847E1	7.595633131E0	2.299999952E0	1.389999962E1	2.600000000E1
1.145326755E3	4.681066667E0	-7.411730833E1	2.550263148E3	2.571500000E3	5.600692272E0	5.054000092E1	7.600736589E0	2.299999952E0	1.469999981E1	2.700000000E1
1.146326755E3	4.681098333E0	-7.411727500E1	2.550063174E3	2.571300000E3	5.195606232E0	4.525000000E1	7.605713989E0	2.299999952E0	1.489999962E1	2.700000000E1
1.147326755E3	4.681128333E0	-7.411724167E1	2.550563200E3	2.571800000E3	4.602645874E0	5.272000122E1	7.610162076E0	2.299999952E0	1.500000000E1	2.600000000E1
1.148326755E3	4.681156667E0	-7.411721333E1	2.550963220E3	2.572200000E3	4.141455173E0	5.275999832E1	7.613572731E0	2.299999952E0	1.489999962E1	2.500000000E1
1.149326755E3	4.681176667E0	-7.411719000E1	2.550963240E3	2.572200000E3	3.461506844E0	4.972000122E1	7.616189253E0	2.299999952E0	1.530000019E1	2.500000000E1
1.150326755E3	4.681193333E0	-7.411717333E1	2.551363252E3	2.572600000E3	2.891709328E0	4.361000061E1	7.618805775E0	2.299999952E0	1.510000038E1	2.400000000E1
1.151326755E3	4.681210000E0	-7.411715667E1	2.551963264E3	2.573200000E3	2.873179436E0	4.640000153E1	7.621160645E0	2.200000048E0	1.530000019E1	2.400000000E1
1.152326755E3	4.681225000E0	-7.411714167E1	2.552463274E3	2.573700000E3	2.357942581E0	3.727999878E1	7.623227112E0	2.099999905E0	1.519999981E1	2.400000000E1
1.153326755E3	4.681233333E0	-7.411712500E1	2.553263292E3	2.574500000E3	1.961606383E0	4.874000168E1	7.625047268E0	2.200000048E0	1.480000019E1	2.400000000E1
1.154326755E3	4.681240000E0	-7.411711000E1	2.553763309E3	2.575000000E3	1.505047798E0	3.604999924E1	7.626950442E0	2.200000048E0	1.519999981E1	2.400000000E1
1.155326755E3	4.681248333E0	-7.411709500E1	2.553663324E3	2.574900000E3	1.534901619E0	4.213000107E1	7.629015747E0	2.099999905E0	1.569999981E1	2.400000000E1
1.156326755E3	4.681251667E0	-7.411707667E1	2.553763347E3	2.575000000E3	1.533872247E0	6.229000092E1	7.630594534E0	2.099999905E0	1.439999962E1	2.400000000E1
1.157326755E3	4.681256667E0	-7.411706333E1	2.553463363E3	2.574700000E3	1.173051953E0	6.229000092E1	7.631536478E0	2.099999905E0	1.450000000E1	2.500000000E1
1.158326755E3	4.681258333E0	-7.411705500E1	2.553963373E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631798130E0	2.099999905E0	1.450000000E1	2.500000000E1
1.159326755E3	4.681260000E0	-7.411705333E1	2.554063374E3	2.575300000E3	0.000000000E0	6.229000092E1	7.631983455E0	2.099999905E0	1.510000038E1	2.500000000E1
1.160326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	2.099999905E0	1.580000019E1	2.500000000E1
1.161326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	2.200000048E0	1.670000076E1	2.500000000E1
1.162326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	2.200000048E0	1.729999924E1	2.500000000E1
1.163326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	2.200000048E0	1.800000000E1	2.600000000E1
1.164326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.200000048E0	1.779999924E1	2.600000000E1
1.165326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.000000000E0	1.760000038E1	2.600000000E1
1.166326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.000000000E0	1.770000076E1	2.600000000E1
1.167326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.000000000E0	1.760000038E1	2.500000000E1
1.168326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.000000000E0	1.670000076E1	2.600000000E1
1.169326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.000000000E0	1.679999924E1	2.500000000E1
1.170326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.000000000E0	1.389999962E1	2.400000000E1
1.171326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.000000000E0	1.430000019E1	2.500000000E1
1.172326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.000000000E0	1.489999962E1	2.500000000E1
1.173326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.100000024E0	1.580000019E1	2.500000000E1
1.174326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.200000048E0	1.600000000E1	2.500000000E1
1.175326755E3	4.681258333E0	-7.411705333E1	2.553963376E3	2.575200000E3	0.000000000E0	6.229000092E1	7.631983455E0	1.299999952E0	1.679999924E1	2.500000000E1
