"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Altitude (m)"	"Altitude WGS84 (m)"	"Speed (m/s)"	"Direction (°)"	"Distance (km)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"	"Satellites"
5.233277550E2	4.642656667E0	-7.415397833E1	2.548732974E3	2.570000000E3	1.333542347E1	4.763999939E1	1.681479614E0	2.299999952E0	1.739999962E1	2.000000000E1
5.243277550E2	4.642748333E0	-7.415390000E1	2.547433043E3	2.568700000E3	1.279084682E1	4.825000000E1	1.694983150E0	2.400000095E0	1.770000076E1	2.100000000E1
5.253277550E2	4.642828333E0	-7.415380833E1	2.547533140E3	2.568800000E3	1.281503963E1	4.840000153E1	1.707964619E0	2.500000000E0	1.870000076E1	2.100000000E1
5.263277550E2	4.642905000E0	-7.415372000E1	2.547833233E3	2.569100000E3	1.241510010E1	4.840999985E1	1.720424128E0	2.599999905E0	1.770000076E1	2.000000000E1
5.273277550E2	4.642978333E0	-7.415363500E1	2.548333322E3	2.569600000E3	1.190861320E1	4.799000168E1	1.732462439E0	2.599999905E0	1.750000000E1	1.900000000E1
5.283277550E2	4.643053333E0	-7.415355667E1	2.548433401E3	2.569700000E3	1.176757908E1	4.688000107E1	1.744595603E0	2.700000048E0	1.729999924E1	1.700000000E1
5.293277550E2	4.643120000E0	-7.415347000E1	2.548533497E3	2.569800000E3	1.199971962E1	4.765000153E1	1.757195353E0	2.700000048E0	1.700000000E1	1.700000000E1
5.303277550E2	4.643193333E0	-7.415338333E1	2.548733589E3	2.570000000E3	1.253657436E1	4.556000137E1	1.769962464E0	2.700000048E0	1.689999962E1	1.800000000E1
5.313277550E2	4.643265000E0	-7.415329333E1	2.548933687E3	2.570200000E3	1.242642403E1	4.824000168E1	1.782531285E0	2.700000048E0	1.720000076E1	1.800000000E1
5.323277550E2	4.643341667E0	-7.415321000E1	2.549333772E3	2.570600000E3	1.212582588E1	4.625000000E1	1.796275289E0	2.799999952E0	1.789999962E1	1.900000000E1
5.333277550E2	4.643431667E0	-7.415312500E1	2.549933852E3	2.571200000E3	1.283871651E1	4.320000076E1	1.808711586E0	2.799999952E0	1.839999962E1	1.900000000E1
5.343277550E2	4.643513333E0	-7.415304833E1	2.550833924E3	2.572100000E3	1.343630886E1	4.393999863E1	1.822321240E0	2.799999952E0	1.829999924E1	2.000000000E1
5.353277550E2	4.643601667E0	-7.415296333E1	2.549334005E3	2.570600000E3	1.353513527E1	4.556000137E1	1.835667562E0	2.599999905E0	1.779999924E1	2.100000000E1
5.363277550E2	4.643685000E0	-7.415287667E1	2.549534091E3	2.570800000E3	1.412088966E1	4.559000015E1	1.849547086E0	2.700000048E0	1.800000000E1	2.000000000E1
5.373277550E2	4.643776667E0	-7.415279167E1	2.552334170E3	2.573600000E3	1.411110973E1	4.661999893E1	1.862834305E0	2.599999905E0	1.760000038E1	1.900000000E1
5.383277550E2	4.643851667E0	-7.415269833E1	2.555134271E3	2.576400000E3	1.366021347E1	4.681000137E1	1.877621964E0	2.500000000E0	1.720000076E1	2.000000000E1
5.393277550E2	4.643943333E0	-7.415260167E1	2.551234368E3	2.572500000E3	1.391654491E1	4.765999985E1	1.891372484E0	2.500000000E0	1.620000076E1	2.000000000E1
5.403277550E2	4.644026667E0	-7.415251000E1	2.551334462E3	2.572600000E3	1.366278648E1	5.099000168E1	1.905558230E0	2.599999905E0	1.679999924E1	2.000000000E1
5.413277550E2	4.644108333E0	-7.415241167E1	2.555834566E3	2.577100000E3	1.390882397E1	4.874000168E1	1.919105594E0	2.500000000E0	1.729999924E1	1.800000000E1
5.423277550E2	4.644185000E0	-7.415231667E1	2.555934669E3	2.577200000E3	1.389441204E1	5.079999924E1	1.933606954E0	2.599999905E0	1.710000038E1	1.900000000E1
5.433277550E2	4.644265000E0	-7.415221333E1	2.555834782E3	2.577100000E3	1.381771851E1	5.083000183E1	1.946834769E0	2.599999905E0	1.710000038E1	2.000000000E1
5.443277550E2	4.644345000E0	-7.415212500E1	2.556234872E3	2.577500000E3	1.332873154E1	5.024000168E1	1.960097049E0	2.599999905E0	1.670000076E1	2.000000000E1
5.453277550E2	4.644421667E0	-7.415203333E1	2.555034969E3	2.576300000E3	1.295349979E1	5.104999924E1	1.972295607E0	2.400000095E0	1.560000038E1	2.100000000E1
5.463277550E2	4.644493333E0	-7.415195000E1	2.554435056E3	2.575700000E3	1.240789413E1	5.034999847E1	1.984739463E0	2.500000000E0	1.530000019E1	2.100000000E1
5.473277550E2	4.644568333E0	-7.415186667E1	2.553335142E3	2.574600000E3	1.207075119E1	4.861999893E1	1.996262626E0	2.500000000E0	1.510000038E1	2.200000000E1
5.483277550E2	4.644638333E0	-7.415179000E1	2.553635220E3	2.574900000E3	1.170941544E1	4.904000092E1	2.008625712E0	2.500000000E0	1.610000038E1	2.300000000E1
5.493277550E2	4.644708333E0	-7.415170333E1	2.553535313E3	2.574800000E3	1.115094185E1	5.133000183E1	2.019353729E0	2.400000095E0	1.660000038E1	2.300000000E1
5.503277550E2	4.644776667E0	-7.415163500E1	2.552835379E3	2.574100000E3	1.088483047E1	4.990000153E1	2.030218376E0	2.400000095E0	1.670000076E1	2.200000000E1
5.513277550E2	4.644843333E0	-7.415156333E1	2.553035451E3	2.574300000E3	1.127499008E1	4.808000183E1	2.041471892E0	2.500000000E0	1.670000076E1	2.300000000E1
5.523277550E2	4.644913333E0	-7.415149000E1	2.553635523E3	2.574900000E3	1.155448437E1	4.786000061E1	2.053148669E0	2.500000000E0	1.679999924E1	2.300000000E1
5.533277550E2	4.644981667E0	-7.415141000E1	2.553835607E3	2.575100000E3	1.151536560E1	4.879999924E1	2.065207972E0	2.500000000E0	1.650000000E1	2.300000000E1
5.543277550E2	4.645053333E0	-7.415132833E1	2.552935691E3	2.574200000E3	1.169037151E1	5.111000061E1	2.076969814E0	2.500000000E0	1.580000019E1	2.200000000E1
5.553277550E2	4.645116667E0	-7.415124333E1	2.552435785E3	2.573700000E3	1.148551178E1	5.102999878E1	2.088245919E0	2.500000000E0	1.610000038E1	2.300000000E1
5.563277550E2	4.645183333E0	-7.415116667E1	2.551835865E3	2.573100000E3	1.057651234E1	4.999000168E1	2.097576846E0	2.500000000E0	1.560000038E1	2.300000000E1
5.573277550E2	4.645236667E0	-7.415110167E1	2.551635934E3	2.572900000E3	9.082273483E0	5.152000046E1	2.105731185E0	2.500000000E0	1.569999981E1	2.300000000E1
5.583277550E2	4.645276667E0	-7.415104000E1	2.550736005E3	2.572000000E3	7.848484516E0	5.120000076E1	2.112538485E0	2.400000095E0	1.569999981E1	2.300000000E1
5.593277550E2	4.645318333E0	-7.415099500E1	2.550836050E3	2.572100000E3	6.201888084E0	4.979999924E1	2.117425305E0	2.400000095E0	1.550000000E1	2.300000000E1
5.603277550E2	4.645353333E0	-7.415096833E1	2.550636071E3	2.571900000E3	4.875448704E0	4.988999939E1	2.121350188E0	2.400000095E0	1.560000038E1	2.300000000E1
5.613277550E2	4.645378333E0	-7.415094333E1	2.550636095E3	2.571900000E3	4.014833450E0	4.838999939E1	2.124760943E0	2.400000095E0	1.580000019E1	2.300000000E1
5.623277550E2	4.645398333E0	-7.415092000E1	2.550736120E3	2.572000000E3	3.556730509E0	4.388999939E1	2.127842404E0	2.299999952E0	1.600000000E1	2.300000000E1
5.633277550E2	4.645421667E0	-7.415090500E1	2.550636129E3	2.571900000E3	2.828913450E0	4.774000168E1	2.130001768E0	2.299999952E0	1.620000076E1	2.300000000E1
5.643277550E2	4.645438333E0	-7.415089500E1	2.550536135E3	2.571800000E3	1.989916086E0	4.018999863E1	2.130830022E0	2.200000048E0	1.689999962E1	2.300000000E1
5.653277550E2	4.645445000E0	-7.415089167E1	2.550836137E3	2.572100000E3	0.000000000E0	4.018999863E1	2.131414339E0	2.200000048E0	1.729999924E1	2.400000000E1
5.663277550E2	4.645446667E0	-7.415088667E1	2.550836143E3	2.572100000E3	0.000000000E0	4.018999863E1	2.131414339E0	2.299999952E0	1.820000076E1	2.300000000E1
5.673277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	2.299999952E0	1.850000000E1	2.300000000E1
5.683277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	2.299999952E0	1.929999924E1	2.300000000E1
5.693277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	2.299999952E0	1.989999962E1	2.300000000E1
5.703277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	2.299999952E0	2.029999924E1	2.300000000E1
5.713277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.200000048E0	1.939999962E1	2.300000000E1
5.723277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.100000024E0	2.000000000E1	2.300000000E1
5.733277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.100000024E0	2.010000038E1	2.200000000E1
5.743277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.100000024E0	2.020000076E1	2.100000000E1
5.753277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.100000024E0	2.020000076E1	2.200000000E1
5.763277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.100000024E0	1.519999981E1	2.200000000E1
5.773277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.100000024E0	1.480000019E1	2.200000000E1
5.783277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.100000024E0	1.510000038E1	2.200000000E1
5.793277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.100000024E0	1.589999962E1	2.100000000E1
5.803277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.100000024E0	1.679999924E1	2.100000000E1
5.813277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.000000000E0	1.779999924E1	2.100000000E1
5.823277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.000000000E0	1.760000038E1	2.100000000E1
5.833277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.000000000E0	1.810000038E1	2.100000000E1
5.843277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.000000000E0	1.870000076E1	2.100000000E1
5.853277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.131414339E0	1.000000000E0	1.800000000E1	2.100000000E1
5.863277550E2	4.645446667E0	-7.415088667E1	2.550736143E3	2.572000000E3	0.000000000E0	4.018999863E1	2.133238589E0	1.100000024E0	1.829999924E1	2.200000000E1
5.873277550E2	4.645461667E0	-7.415088000E1	2.551036145E3	2.572300000E3	3.323046684E0	4.545000076E1	2.137425130E0	1.100000024E0	1.500000000E1	2.200000000E1
5.883277550E2	4.645488333E0	-7.415085333E1	2.551036171E3	2.572300000E3	4.356608868E0	5.040000153E1	2.142802188E0	1.700000048E0	1.539999962E1	2.200000000E1
5.893277550E2	4.645520000E0	-7.415081667E1	2.551036209E3	2.572300000E3	4.841477394E0	4.941999817E1	2.148962395E0	2.000000000E0	1.489999962E1	2.200000000E1
5.903277550E2	4.645556667E0	-7.415077500E1	2.551036251E3	2.572300000E3	5.347449303E0	4.945000076E1	2.155001541E0	2.099999905E0	1.550000000E1	2.300000000E1
5.913277550E2	4.645591667E0	-7.415073333E1	2.550736295E3	2.572000000E3	5.834891319E0	5.109999847E1	2.161945309E0	2.200000048E0	1.580000019E1	2.300000000E1
5.923277550E2	4.645633333E0	-7.415068667E1	2.550036343E3	2.571300000E3	6.296082020E0	5.004999924E1	2.168766818E0	2.200000048E0	1.500000000E1	2.300000000E1
5.933277550E2	4.645673333E0	-7.415064000E1	2.549136391E3	2.570400000E3	6.333656788E0	4.961000061E1	2.175327470E0	2.200000048E0	1.530000019E1	2.300000000E1
5.943277550E2	4.645711667E0	-7.415059500E1	2.548536438E3	2.569800000E3	6.800509930E0	5.156999969E1	2.182550615E0	2.299999952E0	1.510000038E1	2.300000000E1
5.953277550E2	4.645753333E0	-7.415054500E1	2.548636491E3	2.569900000E3	7.732671738E0	5.045000076E1	2.190140832E0	2.299999952E0	1.510000038E1	2.400000000E1
5.963277550E2	4.645791667E0	-7.415048833E1	2.548636555E3	2.569900000E3	7.994150639E0	5.015999985E1	2.198667717E0	2.400000095E0	1.550000000E1	2.300000000E1
5.973277550E2	4.645841667E0	-7.415043000E1	2.548536616E3	2.569800000E3	8.810500145E0	4.750999832E1	2.207977460E0	2.299999952E0	1.589999962E1	2.300000000E1
5.983277550E2	4.645896667E0	-7.415036667E1	2.548636681E3	2.569900000E3	9.228969574E0	4.449000168E1	2.218052601E0	2.400000095E0	1.610000038E1	2.200000000E1
5.993277550E2	4.645961667E0	-7.415030333E1	2.549036741E3	2.570300000E3	9.750897408E0	4.688999939E1	2.228132814E0	2.400000095E0	1.629999924E1	2.200000000E1
6.003277550E2	4.646023333E0	-7.415023667E1	2.549136808E3	2.570400000E3	9.775089264E0	4.586000061E1	2.238349194E0	2.400000095E0	1.569999981E1	2.100000000E1
6.013277550E2	4.646085000E0	-7.415016833E1	2.549236877E3	2.570500000E3	1.023370743E1	4.740999985E1	2.248964392E0	2.400000095E0	1.600000000E1	2.100000000E1
6.023277550E2	4.646148333E0	-7.415009667E1	2.549536950E3	2.570800000E3	1.034128380E1	4.820000076E1	2.259579591E0	2.400000095E0	1.550000000E1	2.100000000E1
6.033277550E2	4.646211667E0	-7.415002500E1	2.549637023E3	2.570900000E3	1.074173832E1	4.627999878E1	2.270177144E0	2.500000000E0	1.519999981E1	2.100000000E1
6.043277550E2	4.646278333E0	-7.414995667E1	2.549637089E3	2.570900000E3	1.061923409E1	4.622000122E1	2.280645900E0	2.500000000E0	1.580000019E1	2.200000000E1
6.053277550E2	4.646343333E0	-7.414988833E1	2.549137156E3	2.570400000E3	1.051165676E1	4.638000107E1	2.290862277E0	2.500000000E0	1.580000019E1	2.200000000E1
6.063277550E2	4.646405000E0	-7.414982000E1	2.549537225E3	2.570800000E3	1.016936684E1	4.668000031E1	2.302249902E0	2.500000000E0	1.580000019E1	2.000000000E1
6.073277550E2	4.646475000E0	-7.414974500E1	2.549637300E3	2.570900000E3	1.112417698E1	4.586999893E1	2.313901615E0	2.500000000E0	1.629999924E1	1.900000000E1
6.083277550E2	4.646551667E0	-7.414967333E1	2.549437365E3	2.570700000E3	1.157198524E1	4.684999847E1	2.325030322E0	2.500000000E0	1.670000076E1	2.000000000E1
6.093277550E2	4.646625000E0	-7.414960500E1	2.549837427E3	2.571100000E3	1.187618542E1	4.931999969E1	2.336936076E0	2.500000000E0	1.700000000E1	2.000000000E1
6.103277550E2	4.646700000E0	-7.414952833E1	2.549337501E3	2.570600000E3	1.235951042E1	4.906999969E1	2.349888407E0	2.299999952E0	1.670000076E1	2.000000000E1
6.113277550E2	4.646781667E0	-7.414944500E1	2.548337582E3	2.569600000E3	1.195287991E1	4.697000122E1	2.361548423E0	2.200000048E0	1.620000076E1	2.000000000E1
6.123277550E2	4.646851667E0	-7.414936667E1	2.548337661E3	2.569600000E3	1.168831253E1	4.897000122E1	2.372727219E0	2.099999905E0	1.620000076E1	2.100000000E1
6.133277550E2	4.646915000E0	-7.414928833E1	2.548637744E3	2.569900000E3	1.126521015E1	5.195000076E1	2.384369639E0	2.099999905E0	1.600000000E1	1.900000000E1
6.143277550E2	4.646971667E0	-7.414920000E1	2.548937846E3	2.570200000E3	1.175882912E1	5.408000183E1	2.396429381E0	2.400000095E0	1.639999962E1	1.900000000E1
6.153277550E2	4.647035000E0	-7.414911167E1	2.549137944E3	2.570400000E3	1.243105602E1	5.004000092E1	2.410434905E0	2.500000000E0	1.720000076E1	2.000000000E1
6.163277550E2	4.647126667E0	-7.414902500E1	2.549738023E3	2.571000000E3	1.275687599E1	4.361999893E1	2.423917324E0	2.599999905E0	1.750000000E1	2.000000000E1
6.173277550E2	4.647215000E0	-7.414894167E1	2.550038099E3	2.571300000E3	1.334108543E1	4.397999954E1	2.437548771E0	2.500000000E0	1.720000076E1	2.300000000E1
6.183277550E2	4.647306667E0	-7.414886000E1	2.550638171E3	2.571900000E3	1.345586872E1	4.456999969E1	2.452332623E0	2.599999905E0	1.700000000E1	2.400000000E1
6.193277550E2	4.647400000E0	-7.414876500E1	2.549838262E3	2.571100000E3	1.418677425E1	4.531000137E1	2.466610157E0	2.599999905E0	1.779999924E1	2.500000000E1
6.203277550E2	4.647495000E0	-7.414867833E1	2.546338339E3	2.567600000E3	1.427015877E1	4.716999817E1	2.481296923E0	2.500000000E0	1.670000076E1	2.500000000E1
6.213277550E2	4.647581667E0	-7.414857833E1	2.547138441E3	2.568400000E3	1.455583000E1	4.834999847E1	2.495951269E0	2.700000048E0	1.760000038E1	2.200000000E1
6.223277550E2	4.647673333E0	-7.414848333E1	2.547238533E3	2.568500000E3	1.443178177E1	4.709000015E1	2.511321069E0	2.599999905E0	1.750000000E1	2.100000000E1
6.233277550E2	4.647761667E0	-7.414837667E1	2.544438644E3	2.565700000E3	1.440192795E1	4.715000153E1	2.525767334E0	2.500000000E0	1.750000000E1	2.200000000E1
6.243277550E2	4.647845000E0	-7.414827667E1	2.545138748E3	2.566400000E3	1.453781414E1	4.652000046E1	2.540715101E0	2.599999905E0	1.779999924E1	2.300000000E1
6.253277550E2	4.647933333E0	-7.414817500E1	2.545138852E3	2.566400000E3	1.444001675E1	4.713000107E1	2.555785292E0	2.599999905E0	1.779999924E1	2.300000000E1
6.263277550E2	4.648023333E0	-7.414807333E1	2.542238954E3	2.563500000E3	1.446575356E1	4.595999908E1	2.571096044E0	2.500000000E0	1.580000019E1	2.300000000E1
6.273277550E2	4.648118333E0	-7.414797333E1	2.541839051E3	2.563100000E3	1.387073421E1	4.554000092E1	2.584833298E0	2.400000095E0	1.550000000E1	2.300000000E1
6.283277550E2	4.648205000E0	-7.414788500E1	2.541939135E3	2.563200000E3	1.258238506E1	4.479000092E1	2.597134884E0	2.599999905E0	1.600000000E1	2.300000000E1
6.293277550E2	4.648285000E0	-7.414780833E1	2.542439205E3	2.563700000E3	1.220560837E1	4.486000061E1	2.609174871E0	2.700000048E0	1.639999962E1	2.300000000E1
6.303277550E2	4.648363333E0	-7.414773333E1	2.542839274E3	2.564100000E3	1.198685074E1	4.727000046E1	2.620621605E0	2.700000048E0	1.679999924E1	2.300000000E1
6.313277550E2	4.648443333E0	-7.414766833E1	2.543139327E3	2.564400000E3	1.163272190E1	4.268999863E1	2.631902840E0	2.599999905E0	1.720000076E1	2.300000000E1
6.323277550E2	4.648520000E0	-7.414760167E1	2.543839383E3	2.565100000E3	1.199457169E1	4.463000107E1	2.643415803E0	2.700000048E0	1.779999924E1	2.300000000E1
6.333277550E2	4.648593333E0	-7.414752833E1	2.544039452E3	2.565300000E3	1.241304111E1	4.688999939E1	2.655845689E0	2.599999905E0	1.700000000E1	2.300000000E1
6.343277550E2	4.648673333E0	-7.414745000E1	2.545039525E3	2.566300000E3	1.250157356E1	4.761000061E1	2.668184646E0	2.599999905E0	1.739999962E1	2.300000000E1
6.353277550E2	4.648745000E0	-7.414736500E1	2.545939612E3	2.567200000E3	1.234973049E1	4.677000046E1	2.680224630E0	2.599999905E0	1.820000076E1	2.300000000E1
6.363277550E2	4.648823333E0	-7.414729000E1	2.546539681E3	2.567800000E3	1.258032608E1	4.547000122E1	2.692811311E0	2.599999905E0	1.820000076E1	2.300000000E1
6.373277550E2	4.648908333E0	-7.414721500E1	2.547039745E3	2.568300000E3	1.285467243E1	4.525999832E1	2.705157139E0	2.700000048E0	1.860000038E1	2.300000000E1
6.383277550E2	4.648993333E0	-7.414714333E1	2.548239804E3	2.569500000E3	1.293496990E1	4.429999924E1	2.718260993E0	2.599999905E0	1.800000000E1	2.200000000E1
6.393277550E2	4.649071667E0	-7.414705500E1	2.548239893E3	2.569500000E3	1.316762352E1	4.793999863E1	2.731091195E0	2.599999905E0	1.710000038E1	2.300000000E1
6.403277550E2	4.649150000E0	-7.414697000E1	2.549539976E3	2.570800000E3	1.237495136E1	4.766999817E1	2.743782720E0	2.500000000E0	1.729999924E1	2.500000000E1
6.413277550E2	4.649231667E0	-7.414689000E1	2.549840050E3	2.571100000E3	1.192611408E1	4.713999939E1	2.755181477E0	2.599999905E0	1.750000000E1	2.500000000E1
6.423277550E2	4.649300000E0	-7.414681333E1	2.550340126E3	2.571600000E3	1.194361401E1	4.579000092E1	2.766434956E0	2.500000000E0	1.750000000E1	2.500000000E1
6.433277550E2	4.649370000E0	-7.414674000E1	2.551040197E3	2.572300000E3	1.272393322E1	4.604000092E1	2.778755331E0	2.400000095E0	1.650000000E1	2.500000000E1
6.443277550E2	4.649443333E0	-7.414665667E1	2.552340280E3	2.573600000E3	1.338895416E1	4.575999832E1	2.792120378E0	2.400000095E0	1.670000076E1	2.500000000E1
6.453277550E2	4.649523333E0	-7.414656667E1	2.553440370E3	2.574700000E3	1.366278648E1	4.647000122E1	2.806145996E0	2.400000095E0	1.679999924E1	2.400000000E1
6.463277550E2	4.649606667E0	-7.414647167E1	2.554140465E3	2.575400000E3	1.406478500E1	4.724000168E1	2.821192334E0	2.400000095E0	1.660000038E1	2.400000000E1
6.473277550E2	4.649703333E0	-7.414637667E1	2.554640552E3	2.575900000E3	1.474009991E1	4.252000046E1	2.837431528E0	2.599999905E0	1.670000076E1	2.300000000E1
6.483277550E2	4.649801667E0	-7.414626833E1	2.554940659E3	2.576200000E3	1.513128948E1	4.606000137E1	2.853301696E0	2.500000000E0	1.569999981E1	2.300000000E1
6.493277550E2	4.649895000E0	-7.414616000E1	2.554740768E3	2.576000000E3	1.532533932E1	4.640000153E1	2.869269686E0	2.599999905E0	1.670000076E1	2.400000000E1
6.503277550E2	4.649993333E0	-7.414605500E1	2.554540870E3	2.575800000E3	1.623022079E1	4.665999985E1	2.885823576E0	2.599999905E0	1.600000000E1	2.300000000E1
6.513277550E2	4.650088333E0	-7.414594000E1	2.554540988E3	2.575800000E3	1.621014786E1	4.597000122E1	2.902310967E0	2.599999905E0	1.620000076E1	2.400000000E1
6.523277550E2	4.650195000E0	-7.414583667E1	2.554241082E3	2.575500000E3	1.548078537E1	4.375000000E1	2.918536732E0	2.500000000E0	1.580000019E1	2.400000000E1
6.533277550E2	4.650300000E0	-7.414573500E1	2.553941174E3	2.575200000E3	1.558990669E1	4.461000061E1	2.934891307E0	2.700000048E0	1.650000000E1	2.100000000E1
6.543277550E2	4.650405000E0	-7.414563167E1	2.552941269E3	2.574200000E3	1.579888344E1	4.529000092E1	2.951114097E0	2.799999952E0	1.700000000E1	1.900000000E1
6.553277550E2	4.650508333E0	-7.414552833E1	2.552241365E3	2.573500000E3	1.582307625E1	4.672000122E1	2.967229080E0	2.799999952E0	1.789999962E1	1.900000000E1
6.563277550E2	4.650605000E0	-7.414542000E1	2.551541472E3	2.572800000E3	1.523526287E1	4.665000153E1	2.982412531E0	2.599999905E0	1.879999924E1	2.100000000E1
6.573277550E2	4.650698333E0	-7.414532000E1	2.551441568E3	2.572700000E3	1.485591316E1	4.804999924E1	2.996412269E0	2.500000000E0	1.910000038E1	2.100000000E1
6.583277550E2	4.650788333E0	-7.414523167E1	2.550841648E3	2.572100000E3	1.394948673E1	4.622000122E1	3.010150360E0	2.299999952E0	1.689999962E1	2.200000000E1
6.593277550E2	4.650876667E0	-7.414514500E1	2.550841727E3	2.572100000E3	1.374153900E1	4.527999878E1	3.023764901E0	2.299999952E0	1.710000038E1	2.200000000E1
6.603277550E2	4.650960000E0	-7.414505500E1	2.546041814E3	2.567300000E3	1.376830482E1	4.474000168E1	3.038380593E0	2.400000095E0	1.629999924E1	2.100000000E1
6.613277550E2	4.651041667E0	-7.414495167E1	2.545641922E3	2.566900000E3	1.405088711E1	4.518999863E1	3.053559863E0	2.500000000E0	1.650000000E1	2.000000000E1
6.623277550E2	4.651140000E0	-7.414485667E1	2.545042008E3	2.566300000E3	1.464950943E1	4.359000015E1	3.068477513E0	2.500000000E0	1.710000038E1	2.000000000E1
6.633277550E2	4.651236667E0	-7.414476333E1	2.542742092E3	2.564000000E3	1.541078377E1	4.418999863E1	3.083790817E0	2.500000000E0	1.689999962E1	2.000000000E1
6.643277550E2	4.651336667E0	-7.414466833E1	2.542642176E3	2.563900000E3	1.563880539E1	4.818000031E1	3.099383348E0	2.599999905E0	1.689999962E1	2.100000000E1
6.653277550E2	4.651430000E0	-7.414456333E1	2.543042279E3	2.564300000E3	1.618904305E1	4.718999863E1	3.115486431E0	2.599999905E0	1.710000038E1	2.200000000E1
6.663277550E2	4.651528333E0	-7.414445667E1	2.543042382E3	2.564300000E3	1.688031578E1	4.579999924E1	3.133280215E0	2.599999905E0	1.650000000E1	2.100000000E1
6.673277550E2	4.651640000E0	-7.414434167E1	2.544042489E3	2.565300000E3	1.726326942E1	4.586000061E1	3.151343904E0	2.599999905E0	1.670000076E1	2.100000000E1
6.683277550E2	4.651758333E0	-7.414423000E1	2.545342588E3	2.566600000E3	1.683965302E1	4.547000122E1	3.168168580E0	2.599999905E0	1.689999962E1	2.000000000E1
6.693277550E2	4.651875000E0	-7.414413333E1	2.548942665E3	2.570200000E3	1.723341560E1	4.331000137E1	3.183244756E0	2.500000000E0	1.679999924E1	2.300000000E1
6.703277550E2	4.651976667E0	-7.414404333E1	2.549342740E3	2.570600000E3	1.581123734E1	4.420000076E1	3.197900782E0	2.400000095E0	1.600000000E1	2.300000000E1
6.713277550E2	4.652071667E0	-7.414395167E1	2.547142822E3	2.568400000E3	1.531607437E1	4.272999954E1	3.212642622E0	2.400000095E0	1.550000000E1	2.200000000E1
6.723277550E2	4.652175000E0	-7.414386833E1	2.547042887E3	2.568300000E3	1.454707909E1	4.388999939E1	3.226119054E0	2.500000000E0	1.610000038E1	2.400000000E1
6.733277550E2	4.652261667E0	-7.414378333E1	2.546142963E3	2.567400000E3	1.332204056E1	4.479999924E1	3.239071332E0	2.299999952E0	1.639999962E1	2.500000000E1
6.743277550E2	4.652343333E0	-7.414370000E1	2.542843040E3	2.564100000E3	1.263540077E1	4.543000031E1	3.251901501E0	2.400000095E0	1.689999962E1	2.400000000E1
6.753277550E2	4.652421667E0	-7.414361500E1	2.542043122E3	2.563300000E3	1.274452209E1	4.631999969E1	3.264470235E0	2.500000000E0	1.710000038E1	2.400000000E1
6.763277550E2	4.652498333E0	-7.414353167E1	2.541243202E3	2.562500000E3	1.285724640E1	4.663999939E1	3.277190611E0	2.500000000E0	1.710000038E1	2.400000000E1
6.773277550E2	4.652573333E0	-7.414344500E1	2.540243287E3	2.561500000E3	1.255150127E1	4.645000076E1	3.289624243E0	2.400000095E0	1.739999962E1	2.500000000E1
