"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
8.826726193E0	-1.005940914E1	1.045368290E1	-2.082722282E1	2.538197016E1
8.831653578E0	-1.005940914E1	1.045368290E1	-2.082722282E1	2.538197016E1
8.836581289E0	-1.154566669E1	7.437010765E0	-2.278842354E1	2.660683739E1
8.841508674E0	-1.154566669E1	7.437010765E0	-2.278842354E1	2.660683739E1
8.846436597E0	-1.154566669E1	7.437010765E0	-2.278842354E1	2.660683739E1
8.851364650E0	-1.154566669E1	7.437010765E0	-2.278842354E1	2.660683739E1
8.856292573E0	-1.416183186E1	6.550304890E0	-2.194717216E1	2.692846712E1
8.861219957E0	-1.416183186E1	6.550304890E0	-2.194717216E1	2.692846712E1
8.866147342E0	-1.416183186E1	6.550304890E0	-2.194717216E1	2.692846712E1
8.871074419E0	-1.416183186E1	6.550304890E0	-2.194717216E1	2.692846712E1
8.876001803E0	-1.671996117E1	5.512434006E0	-2.196907616E1	2.815287440E1
8.880928880E0	-1.671996117E1	5.512434006E0	-2.196907616E1	2.815287440E1
8.885856034E0	-1.671996117E1	5.512434006E0	-2.196907616E1	2.815287440E1
8.890783111E0	-1.671996117E1	5.512434006E0	-2.196907616E1	2.815287440E1
8.895710101E0	-1.671996117E1	5.512434006E0	-2.196907616E1	2.815287440E1
8.900636947E0	-1.529382801E1	6.141513824E0	-2.123555374E1	2.688062704E1
8.905563947E0	-1.529382801E1	6.141513824E0	-2.123555374E1	2.688062704E1
8.910491024E0	-1.529382801E1	6.141513824E0	-2.123555374E1	2.688062704E1
8.915418101E0	-1.529382801E1	6.141513824E0	-2.123555374E1	2.688062704E1
8.920345491E0	-8.669595718E0	5.255356789E0	-1.821208763E1	2.084372329E1
8.925272876E0	-8.669595718E0	5.255356789E0	-1.821208763E1	2.084372329E1
8.930200337E0	-8.669595718E0	5.255356789E0	-1.821208763E1	2.084372329E1
8.935127751E0	-8.669595718E0	5.255356789E0	-1.821208763E1	2.084372329E1
8.940054828E0	-1.669785023E0	4.834915161E0	-1.597481441E1	1.677376768E1
8.944982135E0	-1.669785023E0	4.834915161E0	-1.597481441E1	1.677376768E1
8.949909202E0	-1.669785023E0	4.834915161E0	-1.597481441E1	1.677376768E1
8.954836048E0	-1.669785023E0	4.834915161E0	-1.597481441E1	1.677376768E1
8.959762818E0	2.125174999E0	4.555062771E0	-1.358287811E1	1.448307783E1
8.964689188E0	2.125174999E0	4.555062771E0	-1.358287811E1	1.448307783E1
8.969615958E0	2.125174999E0	4.555062771E0	-1.358287811E1	1.448307783E1
8.974542496E0	2.125174999E0	4.555062771E0	-1.358287811E1	1.448307783E1
8.979469510E0	2.109072924E0	9.144216537E0	-9.965292931E0	1.368838734E1
8.984397202E0	2.109072924E0	9.144216537E0	-9.965292931E0	1.368838734E1
8.989324977E0	2.109072924E0	9.144216537E0	-9.965292931E0	1.368838734E1
8.994252284E0	2.109072924E0	9.144216537E0	-9.965292931E0	1.368838734E1
8.999179361E0	-4.797442913E0	1.934820938E1	-1.409423947E0	1.998387201E1
9.004106529E0	-4.797442913E0	1.934820938E1	-1.409423947E0	1.998387201E1
9.009033837E0	-4.797442913E0	1.934820938E1	-1.409423947E0	1.998387201E1
9.013960914E0	-4.797442913E0	1.934820938E1	-1.409423947E0	1.998387201E1
9.018888626E0	-5.708502769E0	2.699644089E1	9.548075676E0	2.919863993E1
9.023816011E0	-5.708502769E0	2.699644089E1	9.548075676E0	2.919863993E1
9.028743209E0	-5.708502769E0	2.699644089E1	9.548075676E0	2.919863993E1
9.033670285E0	-5.708502769E0	2.699644089E1	9.548075676E0	2.919863993E1
9.038597593E0	1.500839233E1	3.967528915E1	2.090843391E1	4.729210313E1
9.043524679E0	1.500839233E1	3.967528915E1	2.090843391E1	4.729210313E1
9.048452756E0	1.500839233E1	3.967528915E1	2.090843391E1	4.729210313E1
9.053379833E0	1.500839233E1	3.967528915E1	2.090843391E1	4.729210313E1
9.058307160E0	4.638468933E1	3.209164429E1	4.681261063E1	7.329961494E1
9.063234314E0	4.638468933E1	3.209164429E1	4.681261063E1	7.329961494E1
9.068162030E0	4.638468933E1	3.209164429E1	4.681261063E1	7.329961494E1
9.073089414E0	4.638468933E1	3.209164429E1	4.681261063E1	7.329961494E1
9.078016414E0	5.207397079E1	3.663038969E0	8.240684509E1	9.755000977E1
9.082943501E0	5.207397079E1	3.663038969E0	8.240684509E1	9.755000977E1
9.087870578E0	5.207397079E1	3.663038969E0	8.240684509E1	9.755000977E1
9.092797425E0	5.207397079E1	3.663038969E0	8.240684509E1	9.755000977E1
9.097724439E0	3.292280197E1	1.431642246E1	6.084834290E1	7.064978185E1
9.102651208E0	3.292280197E1	1.431642246E1	6.084834290E1	7.064978185E1
9.107577746E0	3.292280197E1	1.431642246E1	6.084834290E1	7.064978185E1
9.112504208E0	3.292280197E1	1.431642246E1	6.084834290E1	7.064978185E1
9.117431592E0	1.796971893E1	3.088272095E1	2.439454651E1	4.326369322E1
9.122358386E0	1.796971893E1	3.088272095E1	2.439454651E1	4.326369322E1
9.127285693E0	1.796971893E1	3.088272095E1	2.439454651E1	4.326369322E1
9.132212540E0	1.796971893E1	3.088272095E1	2.439454651E1	4.326369322E1
9.137139324E0	1.465284157E1	2.949870872E1	3.503820896E0	3.312335042E1
9.142066401E0	1.465284157E1	2.949870872E1	3.503820896E0	3.312335042E1
9.146993751E0	1.465284157E1	2.949870872E1	3.503820896E0	3.312335042E1
9.151921136E0	1.465284157E1	2.949870872E1	3.503820896E0	3.312335042E1
9.156848521E0	2.420629120E1	2.359054375E1	-1.487622356E1	3.692912557E1
9.161775612E0	2.420629120E1	2.359054375E1	-1.487622356E1	3.692912557E1
9.166702996E0	2.420629120E1	2.359054375E1	-1.487622356E1	3.692912557E1
9.171630381E0	2.420629120E1	2.359054375E1	-1.487622356E1	3.692912557E1
9.176557405E0	2.193828011E1	1.787222290E1	-2.683614349E1	3.899850104E1
9.181484559E0	2.193828011E1	1.787222290E1	-2.683614349E1	3.899850104E1
9.186411559E0	2.193828011E1	1.787222290E1	-2.683614349E1	3.899850104E1
9.191338622E0	2.193828011E1	1.787222290E1	-2.683614349E1	3.899850104E1
9.196265160E0	5.079195976E0	1.440544319E1	-3.040495110E1	3.402610875E1
9.201192237E0	5.079195976E0	1.440544319E1	-3.040495110E1	3.402610875E1
9.206118924E0	5.079195976E0	1.440544319E1	-3.040495110E1	3.402610875E1
9.211046001E0	5.079195976E0	1.440544319E1	-3.040495110E1	3.402610875E1
9.215973078E0	1.157786012E0	1.088715267E1	-2.945678520E1	3.142567034E1
9.220899583E0	1.157786012E0	1.088715267E1	-2.945678520E1	3.142567034E1
9.225825967E0	1.157786012E0	1.088715267E1	-2.945678520E1	3.142567034E1
9.230753044E0	1.157786012E0	1.088715267E1	-2.945678520E1	3.142567034E1
9.235679793E0	1.157786012E0	1.088715267E1	-2.945678520E1	3.142567034E1
9.240606640E0	3.122982025E0	1.323806572E1	-2.264254951E1	2.641371707E1
9.245533101E0	3.122982025E0	1.323806572E1	-2.264254951E1	2.641371707E1
9.250459472E0	3.122982025E0	1.323806572E1	-2.264254951E1	2.641371707E1
9.255386010E0	3.122982025E0	1.323806572E1	-2.264254951E1	2.641371707E1
9.260312703E0	4.020263195E0	1.729013062E1	-2.562077522E1	3.116946031E1
9.265239865E0	4.020263195E0	1.729013062E1	-2.562077522E1	3.116946031E1
9.270166942E0	4.020263195E0	1.729013062E1	-2.562077522E1	3.116946031E1
9.275094019E0	4.020263195E0	1.729013062E1	-2.562077522E1	3.116946031E1
9.280021067E0	-6.041420937E0	1.945592308E1	-3.523621368E1	4.070162730E1
9.284948452E0	-6.041420937E0	1.945592308E1	-3.523621368E1	4.070162730E1
9.289875135E0	-6.041420937E0	1.945592308E1	-3.523621368E1	4.070162730E1
9.294801597E0	-6.041420937E0	1.945592308E1	-3.523621368E1	4.070162730E1
9.299728135E0	-1.545021629E1	1.857888603E1	-3.999217606E1	4.672535003E1
9.304654894E0	-1.545021629E1	1.857888603E1	-3.999217606E1	4.672535003E1
9.309582202E0	-1.545021629E1	1.857888603E1	-3.999217606E1	4.672535003E1
9.314509048E0	-1.545021629E1	1.857888603E1	-3.999217606E1	4.672535003E1
9.319435501E0	-2.370511818E1	1.316373158E1	-4.165850449E1	4.970560786E1
9.324362193E0	-2.370511818E1	1.316373158E1	-4.165850449E1	4.970560786E1
9.329288952E0	-2.370511818E1	1.316373158E1	-4.165850449E1	4.970560786E1
9.334216029E0	-2.370511818E1	1.316373158E1	-4.165850449E1	4.970560786E1
9.339142876E0	-2.121825218E1	9.543239594E0	-3.615931320E1	4.299748340E1
9.344069948E0	-2.121825218E1	9.543239594E0	-3.615931320E1	4.299748340E1
9.348996409E0	-2.121825218E1	9.543239594E0	-3.615931320E1	4.299748340E1
9.353922871E0	-2.121825218E1	9.543239594E0	-3.615931320E1	4.299748340E1
9.358849318E0	-9.575804710E0	1.028935146E1	-2.542090797E1	2.904805246E1
9.363776087E0	-9.575804710E0	1.028935146E1	-2.542090797E1	2.904805246E1
9.368702558E0	-9.575804710E0	1.028935146E1	-2.542090797E1	2.904805246E1
9.373629250E0	-9.575804710E0	1.028935146E1	-2.542090797E1	2.904805246E1
9.378555481E0	1.346929967E-1	1.171411896E1	-1.423164272E1	1.843307841E1
9.383482231E0	1.346929967E-1	1.171411896E1	-1.423164272E1	1.843307841E1
9.388409001E0	1.346929967E-1	1.171411896E1	-1.423164272E1	1.843307841E1
9.393335770E0	1.346929967E-1	1.171411896E1	-1.423164272E1	1.843307841E1
9.398262207E0	1.592818022E0	9.527696609E0	-8.192321777E0	1.266602574E1
9.403189284E0	1.592818022E0	9.527696609E0	-8.192321777E0	1.266602574E1
9.408116592E0	1.592818022E0	9.527696609E0	-8.192321777E0	1.266602574E1
9.413043746E0	1.592818022E0	9.527696609E0	-8.192321777E0	1.266602574E1
9.417971054E0	6.000909805E-1	6.917444229E0	-7.761312008E0	1.041389014E1
9.422898423E0	6.000909805E-1	6.917444229E0	-7.761312008E0	1.041389014E1
9.427825500E0	6.000909805E-1	6.917444229E0	-7.761312008E0	1.041389014E1
9.432752269E0	6.000909805E-1	6.917444229E0	-7.761312008E0	1.041389014E1
9.437679044E0	-1.713490963E0	7.726091862E0	-7.064671993E0	1.060839937E1
9.442606121E0	-1.713490963E0	7.726091862E0	-7.064671993E0	1.060839937E1
9.447532890E0	-1.713490963E0	7.726091862E0	-7.064671993E0	1.060839937E1
9.452459659E0	-1.713490963E0	7.726091862E0	-7.064671993E0	1.060839937E1
9.457386428E0	-5.013420105E0	1.019846344E1	-2.131110907E0	1.156220876E1
9.462313813E0	-5.013420105E0	1.019846344E1	-2.131110907E0	1.156220876E1
9.467240967E0	-5.013420105E0	1.019846344E1	-2.131110907E0	1.156220876E1
9.472167659E0	-5.013420105E0	1.019846344E1	-2.131110907E0	1.156220876E1
9.477094169E0	-6.689345837E0	1.431153488E1	5.235840797E0	1.664275840E1
9.482020938E0	-6.689345837E0	1.431153488E1	5.235840797E0	1.664275840E1
9.486947948E0	-6.689345837E0	1.431153488E1	5.235840797E0	1.664275840E1
9.491874717E0	-6.689345837E0	1.431153488E1	5.235840797E0	1.664275840E1
9.496801871E0	-4.625537872E0	1.631883049E1	1.424403954E1	2.214932260E1
9.501728861E0	-4.625537872E0	1.631883049E1	1.424403954E1	2.214932260E1
9.506655938E0	-4.625537872E0	1.631883049E1	1.424403954E1	2.214932260E1
9.511582784E0	-4.625537872E0	1.631883049E1	1.424403954E1	2.214932260E1
9.516509803E0	-5.448789120E0	1.624878693E1	2.337001991E1	2.898051432E1
9.521437265E0	-5.448789120E0	1.624878693E1	2.337001991E1	2.898051432E1
9.526364572E0	-5.448789120E0	1.624878693E1	2.337001991E1	2.898051432E1
9.531291414E0	-5.448789120E0	1.624878693E1	2.337001991E1	2.898051432E1
9.536218414E0	-1.613041997E0	1.193814945E1	3.307910156E1	3.520437866E1
9.541145568E0	-1.613041997E0	1.193814945E1	3.307910156E1	3.520437866E1
9.546072895E0	-1.613041997E0	1.193814945E1	3.307910156E1	3.520437866E1
9.551000280E0	-1.613041997E0	1.193814945E1	3.307910156E1	3.520437866E1
9.555927049E0	-1.613041997E0	1.193814945E1	3.307910156E1	3.520437866E1
9.560853289E0	1.062946892E1	8.147621155E0	4.390585327E1	4.590308586E1
9.565780058E0	1.062946892E1	8.147621155E0	4.390585327E1	4.590308586E1
9.570706823E0	1.062946892E1	8.147621155E0	4.390585327E1	4.590308586E1
9.575634131E0	1.062946892E1	8.147621155E0	4.390585327E1	4.590308586E1
9.580561515E0	1.556944180E1	5.741423130E0	4.724980927E1	5.007909677E1
9.585488924E0	1.556944180E1	5.741423130E0	4.724980927E1	5.007909677E1
9.590416078E0	1.556944180E1	5.741423130E0	4.724980927E1	5.007909677E1
9.595343386E0	1.556944180E1	5.741423130E0	4.724980927E1	5.007909677E1
9.600270246E0	2.024864769E1	1.102811146E1	3.702216339E1	4.361499235E1
9.605197246E0	2.024864769E1	1.102811146E1	3.702216339E1	4.361499235E1
9.610124323E0	2.024864769E1	1.102811146E1	3.702216339E1	4.361499235E1
9.615050861E0	2.024864769E1	1.102811146E1	3.702216339E1	4.361499235E1
9.619977938E0	2.144294548E1	1.854320908E1	1.920285606E1	3.424032994E1
9.624904938E0	2.144294548E1	1.854320908E1	1.920285606E1	3.424032994E1
9.629831707E0	2.144294548E1	1.854320908E1	1.920285606E1	3.424032994E1
9.634758784E0	2.144294548E1	1.854320908E1	1.920285606E1	3.424032994E1
9.639685645E0	2.392683029E1	2.004876709E1	-7.748839855E-1	3.122573802E1
9.644612645E0	2.392683029E1	2.004876709E1	-7.748839855E-1	3.122573802E1
9.649539716E0	2.392683029E1	2.004876709E1	-7.748839855E-1	3.122573802E1
9.654466178E0	2.392683029E1	2.004876709E1	-7.748839855E-1	3.122573802E1
9.659392716E0	2.630572510E1	1.711439514E1	-2.188476562E1	3.826011841E1
9.664319198E0	2.630572510E1	1.711439514E1	-2.188476562E1	3.826011841E1
9.669246198E0	2.630572510E1	1.711439514E1	-2.188476562E1	3.826011841E1
9.674172967E0	2.630572510E1	1.711439514E1	-2.188476562E1	3.826011841E1
9.679099516E0	1.942403984E1	9.501973152E0	-3.002760506E1	3.700321449E1
9.684025977E0	1.942403984E1	9.501973152E0	-3.002760506E1	3.700321449E1
9.688952680E0	1.942403984E1	9.501973152E0	-3.002760506E1	3.700321449E1
9.693879218E0	1.942403984E1	9.501973152E0	-3.002760506E1	3.700321449E1
9.698806526E0	1.552291965E1	9.937493324E0	-2.894993782E1	3.431929061E1
9.703733001E0	1.552291965E1	9.937493324E0	-2.894993782E1	3.431929061E1
9.708659848E0	1.552291965E1	9.937493324E0	-2.894993782E1	3.431929061E1
9.713586540E0	1.552291965E1	9.937493324E0	-2.894993782E1	3.431929061E1
9.718513006E0	1.635724831E1	1.278360844E1	-3.269802475E1	3.873165423E1
9.723439776E0	1.635724831E1	1.278360844E1	-3.269802475E1	3.873165423E1
9.728366622E0	1.635724831E1	1.278360844E1	-3.269802475E1	3.873165423E1
9.733293622E0	1.635724831E1	1.278360844E1	-3.269802475E1	3.873165423E1
9.738220160E0	5.934712887E0	1.353829193E1	-3.866109085E1	4.139065246E1
9.743147160E0	5.934712887E0	1.353829193E1	-3.866109085E1	4.139065246E1
9.748073930E0	5.934712887E0	1.353829193E1	-3.866109085E1	4.139065246E1
9.753000699E0	5.934712887E0	1.353829193E1	-3.866109085E1	4.139065246E1
9.757927771E0	-2.293169022E0	1.135223007E1	-4.173318481E1	4.331039675E1
9.762855155E0	-2.293169022E0	1.135223007E1	-4.173318481E1	4.331039675E1
9.767781973E0	-2.293169022E0	1.135223007E1	-4.173318481E1	4.331039675E1
9.772708665E0	-2.293169022E0	1.135223007E1	-4.173318481E1	4.331039675E1
9.777635742E0	-4.452859879E0	9.836826324E0	-4.288372040E1	4.422221827E1
9.782562593E0	-4.452859879E0	9.836826324E0	-4.288372040E1	4.422221827E1
9.787489670E0	-4.452859879E0	9.836826324E0	-4.288372040E1	4.422221827E1
9.792416978E0	-4.452859879E0	9.836826324E0	-4.288372040E1	4.422221827E1
9.797344116E0	-1.075780964E1	1.074062347E1	-4.144418335E1	4.414421587E1
9.802271193E0	-1.075780964E1	1.074062347E1	-4.144418335E1	4.414421587E1
9.807198193E0	-1.075780964E1	1.074062347E1	-4.144418335E1	4.414421587E1
9.812125270E0	-1.075780964E1	1.074062347E1	-4.144418335E1	4.414421587E1
9.817051809E0	-1.427889061E1	8.569513321E0	-3.824084091E1	4.170953355E1
9.821978891E0	-1.427889061E1	8.569513321E0	-3.824084091E1	4.170953355E1
9.826905891E0	-1.427889061E1	8.569513321E0	-3.824084091E1	4.170953355E1
9.831832737E0	-1.427889061E1	8.569513321E0	-3.824084091E1	4.170953355E1
9.836759814E0	-1.202722454E1	7.323040009E0	-3.212888718E1	3.507914532E1
9.841687122E0	-1.202722454E1	7.323040009E0	-3.212888718E1	3.507914532E1
9.846613660E0	-1.202722454E1	7.323040009E0	-3.212888718E1	3.507914532E1
9.851540660E0	-1.202722454E1	7.323040009E0	-3.212888718E1	3.507914532E1
9.856467198E0	-4.858244896E0	6.456157207E0	-2.244789314E1	2.385775379E1
9.861394199E0	-4.858244896E0	6.456157207E0	-2.244789314E1	2.385775379E1
9.866320968E0	-4.858244896E0	6.456157207E0	-2.244789314E1	2.385775379E1
9.871248045E0	-4.858244896E0	6.456157207E0	-2.244789314E1	2.385775379E1
9.876174891E0	2.510838985E0	7.826459885E0	-1.522181225E1	1.729917209E1
9.881101640E0	2.510838985E0	7.826459885E0	-1.522181225E1	1.729917209E1
9.886028717E0	2.510838985E0	7.826459885E0	-1.522181225E1	1.729917209E1
9.890955794E0	2.510838985E0	7.826459885E0	-1.522181225E1	1.729917209E1
9.895883078E0	2.510838985E0	7.826459885E0	-1.522181225E1	1.729917209E1
9.900810155E0	6.522572994E0	8.685834885E0	-7.657464981E0	1.329001340E1
9.905737539E0	6.522572994E0	8.685834885E0	-7.657464981E0	1.329001340E1
9.910664303E0	6.522572994E0	8.685834885E0	-7.657464981E0	1.329001340E1
9.915591996E0	6.522572994E0	8.685834885E0	-7.657464981E0	1.329001340E1
9.920519073E0	5.520648956E0	8.722381592E0	-4.016502857E0	1.107654282E1
9.925446150E0	5.520648956E0	8.722381592E0	-4.016502857E0	1.107654282E1
9.930373304E0	5.520648956E0	8.722381592E0	-4.016502857E0	1.107654282E1
9.935300707E0	5.520648956E0	8.722381592E0	-4.016502857E0	1.107654282E1
9.940228015E0	8.556119800E-1	9.701043129E0	-2.058478117E0	9.953875718E0
9.945155092E0	8.556119800E-1	9.701043129E0	-2.058478117E0	9.953875718E0
9.950082471E0	8.556119800E-1	9.701043129E0	-2.058478117E0	9.953875718E0
9.955009933E0	8.556119800E-1	9.701043129E0	-2.058478117E0	9.953875718E0
9.959937241E0	-1.450129032E0	1.069898129E1	6.031789780E-1	1.081364414E1
9.964864106E0	-1.450129032E0	1.069898129E1	6.031789780E-1	1.081364414E1
9.969791490E0	-1.450129032E0	1.069898129E1	6.031789780E-1	1.081364414E1
9.974719106E0	-1.450129032E0	1.069898129E1	6.031789780E-1	1.081364414E1
9.979646808E0	-3.635154009E0	1.249208164E1	2.558368921E0	1.325940044E1
9.984573577E0	-3.635154009E0	1.249208164E1	2.558368921E0	1.325940044E1
9.989500443E0	-3.635154009E0	1.249208164E1	2.558368921E0	1.325940044E1
9.994427135E0	-3.635154009E0	1.249208164E1	2.558368921E0	1.325940044E1
9.999353673E0	-6.133740902E0	1.484053516E1	7.927268028E0	1.790826177E1
1.000428078E1	-6.133740902E0	1.484053516E1	7.927268028E0	1.790826177E1
1.000920755E1	-6.133740902E0	1.484053516E1	7.927268028E0	1.790826177E1
1.001413462E1	-6.133740902E0	1.484053516E1	7.927268028E0	1.790826177E1
1.001906193E1	-7.833390236E0	1.651946068E1	1.415714741E1	2.312313574E1
1.002398908E1	-7.833390236E0	1.651946068E1	1.415714741E1	2.312313574E1
1.002891615E1	-7.833390236E0	1.651946068E1	1.415714741E1	2.312313574E1
1.003384284E1	-7.833390236E0	1.651946068E1	1.415714741E1	2.312313574E1
1.003876969E1	-8.485671997E0	1.739273453E1	2.175508881E1	2.911696640E1
1.004369676E1	-8.485671997E0	1.739273453E1	2.175508881E1	2.911696640E1
1.004862376E1	-8.485671997E0	1.739273453E1	2.175508881E1	2.911696640E1
1.005355115E1	-8.485671997E0	1.739273453E1	2.175508881E1	2.911696640E1
1.005847831E1	-4.177648067E0	1.590724564E1	3.153818130E1	3.556894836E1
1.006340569E1	-4.177648067E0	1.590724564E1	3.153818130E1	3.556894836E1
1.006833308E1	-4.177648067E0	1.590724564E1	3.153818130E1	3.556894836E1
1.007326046E1	-4.177648067E0	1.590724564E1	3.153818130E1	3.556894836E1
1.007818746E1	9.355229378E0	1.291539860E1	4.386151505E1	4.667076536E1
1.008311432E1	9.355229378E0	1.291539860E1	4.386151505E1	4.667076536E1
1.008804140E1	9.355229378E0	1.291539860E1	4.386151505E1	4.667076536E1
1.009296840E1	9.355229378E0	1.291539860E1	4.386151505E1	4.667076536E1
1.009789525E1	2.169198227E1	5.847865105E0	6.101698303E1	6.502162594E1
1.010282225E1	2.169198227E1	5.847865105E0	6.101698303E1	6.502162594E1
1.010774910E1	2.169198227E1	5.847865105E0	6.101698303E1	6.502162594E1
1.011267587E1	2.169198227E1	5.847865105E0	6.101698303E1	6.502162594E1
1.011760264E1	1.641165543E1	1.870952225E1	5.087138367E1	5.663290857E1
1.012252934E1	1.641165543E1	1.870952225E1	5.087138367E1	5.663290857E1
1.012745611E1	1.641165543E1	1.870952225E1	5.087138367E1	5.663290857E1
1.013238296E1	1.641165543E1	1.870952225E1	5.087138367E1	5.663290857E1
1.013730994E1	8.137986183E0	4.296343613E1	1.867550659E1	4.754848272E1
1.014223710E1	8.137986183E0	4.296343613E1	1.867550659E1	4.754848272E1
1.014716376E1	8.137986183E0	4.296343613E1	1.867550659E1	4.754848272E1
1.015209053E1	8.137986183E0	4.296343613E1	1.867550659E1	4.754848272E1
1.015701761E1	3.445410013E0	5.149635696E1	-3.570416927E0	5.173483843E1
1.016194477E1	3.445410013E0	5.149635696E1	-3.570416927E0	5.173483843E1
1.016687185E1	3.445410013E0	5.149635696E1	-3.570416927E0	5.173483843E1
1.017179923E1	3.445410013E0	5.149635696E1	-3.570416927E0	5.173483843E1
1.017672631E1	8.877765656E0	4.249391556E1	-2.838292885E1	5.186654252E1
1.018165331E1	8.877765656E0	4.249391556E1	-2.838292885E1	5.186654252E1
1.018658039E1	8.877765656E0	4.249391556E1	-2.838292885E1	5.186654252E1
1.019150778E1	8.877765656E0	4.249391556E1	-2.838292885E1	5.186654252E1
1.019643524E1	2.125451469E1	1.885002136E1	-4.408357620E1	5.244463167E1
1.020136285E1	2.125451469E1	1.885002136E1	-4.408357620E1	5.244463167E1
1.020628970E1	2.125451469E1	1.885002136E1	-4.408357620E1	5.244463167E1
1.021121647E1	2.125451469E1	1.885002136E1	-4.408357620E1	5.244463167E1
1.021614378E1	1.760316277E1	1.147014809E1	-3.888814163E1	4.420094112E1
1.022107113E1	1.760316277E1	1.147014809E1	-3.888814163E1	4.420094112E1
1.022599821E1	1.760316277E1	1.147014809E1	-3.888814163E1	4.420094112E1
1.023092505E1	1.760316277E1	1.147014809E1	-3.888814163E1	4.420094112E1
1.023585206E1	1.760316277E1	1.147014809E1	-3.888814163E1	4.420094112E1
1.024077891E1	1.244938469E1	1.144547176E1	-2.834245491E1	3.300425356E1
1.024570591E1	1.244938469E1	1.144547176E1	-2.834245491E1	3.300425356E1
1.025063300E1	1.244938469E1	1.144547176E1	-2.834245491E1	3.300425356E1
1.025555984E1	1.244938469E1	1.144547176E1	-2.834245491E1	3.300425356E1
1.026048692E1	1.277271271E1	1.331431198E1	-2.925737953E1	3.458912185E1
1.026541370E1	1.277271271E1	1.331431198E1	-2.925737953E1	3.458912185E1
1.027034078E1	1.277271271E1	1.331431198E1	-2.925737953E1	3.458912185E1
1.027526755E1	1.277271271E1	1.331431198E1	-2.925737953E1	3.458912185E1
1.028019426E1	9.026090622E0	1.387629890E1	-3.162464905E1	3.569510345E1
1.028512110E1	9.026090622E0	1.387629890E1	-3.162464905E1	3.569510345E1
1.029004820E1	9.026090622E0	1.387629890E1	-3.162464905E1	3.569510345E1
1.029497489E1	9.026090622E0	1.387629890E1	-3.162464905E1	3.569510345E1
1.029990204E1	5.188511848E0	1.509411812E1	-3.417737579E1	3.772063193E1
1.030482882E1	5.188511848E0	1.509411812E1	-3.417737579E1	3.772063193E1
1.030975582E1	5.188511848E0	1.509411812E1	-3.417737579E1	3.772063193E1
1.031468259E1	5.188511848E0	1.509411812E1	-3.417737579E1	3.772063193E1
1.031960969E1	-7.306759953E-1	1.633305168E1	-3.999095535E1	4.320392314E1
1.032453677E1	-7.306759953E-1	1.633305168E1	-3.999095535E1	4.320392314E1
1.032946355E1	-7.306759953E-1	1.633305168E1	-3.999095535E1	4.320392314E1
1.033439001E1	-7.306759953E-1	1.633305168E1	-3.999095535E1	4.320392314E1
1.033931686E1	-1.144109058E1	1.027870655E1	-4.259552383E1	4.528718376E1
1.034424388E1	-1.144109058E1	1.027870655E1	-4.259552383E1	4.528718376E1
1.034917065E1	-1.144109058E1	1.027870655E1	-4.259552383E1	4.528718376E1
1.035409749E1	-1.144109058E1	1.027870655E1	-4.259552383E1	4.528718376E1
1.035902487E1	-1.265023708E1	7.474137783E0	-4.160931015E1	4.412738294E1
1.036395156E1	-1.265023708E1	7.474137783E0	-4.160931015E1	4.412738294E1
1.036887810E1	-1.265023708E1	7.474137783E0	-4.160931015E1	4.412738294E1
1.037380479E1	-1.265023708E1	7.474137783E0	-4.160931015E1	4.412738294E1
1.037873156E1	-4.419305801E0	9.241197586E0	-3.341238403E1	3.494735188E1
1.038365810E1	-4.419305801E0	9.241197586E0	-3.341238403E1	3.494735188E1
1.038858487E1	-4.419305801E0	9.241197586E0	-3.341238403E1	3.494735188E1
1.039351164E1	-4.419305801E0	9.241197586E0	-3.341238403E1	3.494735188E1
1.039843778E1	6.237205029E0	1.459049416E1	-2.227249908E1	2.734683641E1
1.040336456E1	6.237205029E0	1.459049416E1	-2.227249908E1	2.734683641E1
1.040829122E1	6.237205029E0	1.459049416E1	-2.227249908E1	2.734683641E1
1.041321776E1	6.237205029E0	1.459049416E1	-2.227249908E1	2.734683641E1
1.041814484E1	1.054332447E1	1.878841782E1	-1.172834969E1	2.452999228E1
1.042307151E1	1.054332447E1	1.878841782E1	-1.172834969E1	2.452999228E1
1.042799797E1	1.054332447E1	1.878841782E1	-1.172834969E1	2.452999228E1
1.043292474E1	1.054332447E1	1.878841782E1	-1.172834969E1	2.452999228E1
1.043785152E1	6.875905037E0	1.904737282E1	-2.642311096E0	2.042210296E1
1.044277798E1	6.875905037E0	1.904737282E1	-2.642311096E0	2.042210296E1
1.044770505E1	6.875905037E0	1.904737282E1	-2.642311096E0	2.042210296E1
1.045263190E1	6.875905037E0	1.904737282E1	-2.642311096E0	2.042210296E1
1.045755859E1	9.770529866E-1	1.758201027E1	2.821738958E0	1.783378615E1
1.046248511E1	9.770529866E-1	1.758201027E1	2.821738958E0	1.783378615E1
1.046741211E1	9.770529866E-1	1.758201027E1	2.821738958E0	1.783378615E1
1.047233927E1	9.770529866E-1	1.758201027E1	2.821738958E0	1.783378615E1
1.047726594E1	-2.579565048E0	1.520277882E1	5.741347790E0	1.645423088E1
1.048219240E1	-2.579565048E0	1.520277882E1	5.741347790E0	1.645423088E1
