"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.948692697E0	8.578825951E0	8.719470024E0	5.207178116E0	1.329436407E1
3.953618928E0	8.578825951E0	8.719470024E0	5.207178116E0	1.329436407E1
3.958545312E0	2.343461609E1	6.118226051E0	7.111083031E0	2.524245280E1
3.963471534E0	2.343461609E1	6.118226051E0	7.111083031E0	2.524245280E1
3.968397919E0	2.343461609E1	6.118226051E0	7.111083031E0	2.524245280E1
3.973324380E0	2.343461609E1	6.118226051E0	7.111083031E0	2.524245280E1
3.978250587E0	4.115832520E1	-7.423059940E-1	6.896298885E0	4.173868337E1
3.983177049E0	4.115832520E1	-7.423059940E-1	6.896298885E0	4.173868337E1
3.988104063E0	4.115832520E1	-7.423059940E-1	6.896298885E0	4.173868337E1
3.993030832E0	4.115832520E1	-7.423059940E-1	6.896298885E0	4.173868337E1
3.997957678E0	4.667071915E1	-1.489861012E0	9.243489265E0	4.760060719E1
4.002884370E0	4.667071915E1	-1.489861012E0	9.243489265E0	4.760060719E1
4.007810909E0	4.667071915E1	-1.489861012E0	9.243489265E0	4.760060719E1
4.012737063E0	4.667071915E1	-1.489861012E0	9.243489265E0	4.760060719E1
4.017663463E0	3.840922928E1	-2.048040032E-1	1.535469723E1	4.136517334E1
4.022589925E0	3.840922928E1	-2.048040032E-1	1.535469723E1	4.136517334E1
4.027516458E0	3.840922928E1	-2.048040032E-1	1.535469723E1	4.136517334E1
4.032443228E0	3.840922928E1	-2.048040032E-1	1.535469723E1	4.136517334E1
4.037369381E0	2.664661407E1	1.091402054E0	2.001559258E1	3.334452198E1
4.042296064E0	2.664661407E1	1.091402054E0	2.001559258E1	3.334452198E1
4.047222602E0	2.664661407E1	1.091402054E0	2.001559258E1	3.334452198E1
4.052149602E0	2.664661407E1	1.091402054E0	2.001559258E1	3.334452198E1
4.057076467E0	1.775405693E1	3.190922022E0	1.737805367E1	2.504765997E1
4.062003237E0	1.775405693E1	3.190922022E0	1.737805367E1	2.504765997E1
4.066930237E0	1.775405693E1	3.190922022E0	1.737805367E1	2.504765997E1
4.071857391E0	1.775405693E1	3.190922022E0	1.737805367E1	2.504765997E1
4.076784467E0	1.571131897E1	5.236742973E0	7.079002857E0	1.801058861E1
4.081711223E0	1.571131897E1	5.236742973E0	7.079002857E0	1.801058861E1
4.086638300E0	1.571131897E1	5.236742973E0	7.079002857E0	1.801058861E1
4.091564992E0	1.571131897E1	5.236742973E0	7.079002857E0	1.801058861E1
4.096491430E0	1.604284096E1	1.139994240E1	-9.616486549E0	2.190452570E1
4.101418199E0	1.604284096E1	1.139994240E1	-9.616486549E0	2.190452570E1
4.106344660E0	1.604284096E1	1.139994240E1	-9.616486549E0	2.190452570E1
4.111271112E0	1.604284096E1	1.139994240E1	-9.616486549E0	2.190452570E1
4.116197035E0	1.129072666E1	1.634902191E1	-2.260377121E1	3.009487496E1
4.121123497E0	1.129072666E1	1.634902191E1	-2.260377121E1	3.009487496E1
4.126050160E0	1.129072666E1	1.634902191E1	-2.260377121E1	3.009487496E1
4.130976391E0	1.129072666E1	1.634902191E1	-2.260377121E1	3.009487496E1
4.135903083E0	1.129072666E1	1.634902191E1	-2.260377121E1	3.009487496E1
4.140829006E0	-8.320945740E0	1.823969078E1	-2.422686195E1	3.144622868E1
4.145755160E0	-8.320945740E0	1.823969078E1	-2.422686195E1	3.144622868E1
4.150681852E0	-8.320945740E0	1.823969078E1	-2.422686195E1	3.144622868E1
4.155608006E0	-8.320945740E0	1.823969078E1	-2.422686195E1	3.144622868E1
4.160534775E0	-2.555866814E1	2.636092567E1	-2.361132812E1	4.365362225E1
4.165461314E0	-2.555866814E1	2.636092567E1	-2.361132812E1	4.365362225E1
4.170388083E0	-2.555866814E1	2.636092567E1	-2.361132812E1	4.365362225E1
4.175314237E0	-2.555866814E1	2.636092567E1	-2.361132812E1	4.365362225E1
4.180240722E0	-4.106467056E1	2.946761894E1	-1.949654961E1	5.417345458E1
4.185167492E0	-4.106467056E1	2.946761894E1	-1.949654961E1	5.417345458E1
4.190094280E0	-4.106467056E1	2.946761894E1	-1.949654961E1	5.417345458E1
4.195021049E0	-4.106467056E1	2.946761894E1	-1.949654961E1	5.417345458E1
4.199947434E0	-5.506609726E1	3.321325684E1	-1.705455399E1	6.653009326E1
4.204874218E0	-5.506609726E1	3.321325684E1	-1.705455399E1	6.653009326E1
4.209800680E0	-5.506609726E1	3.321325684E1	-1.705455399E1	6.653009326E1
4.214727141E0	-5.506609726E1	3.321325684E1	-1.705455399E1	6.653009326E1
4.219653996E0	-6.217654800E1	3.431178665E1	-1.115748501E1	7.188679501E1
4.224581073E0	-6.217654800E1	3.431178665E1	-1.115748501E1	7.188679501E1
4.229508135E0	-6.217654800E1	3.431178665E1	-1.115748501E1	7.188679501E1
4.234435212E0	-6.217654800E1	3.431178665E1	-1.115748501E1	7.188679501E1
4.239361981E0	-6.005464172E1	3.354646683E1	-2.249407053E0	6.882576016E1
4.244289058E0	-6.005464172E1	3.354646683E1	-2.249407053E0	6.882576016E1
4.249216135E0	-6.005464172E1	3.354646683E1	-2.249407053E0	6.882576016E1
4.254143207E0	-6.005464172E1	3.354646683E1	-2.249407053E0	6.882576016E1
4.259069976E0	-5.232881165E1	2.865622520E1	4.391572952E0	5.982281909E1
4.263996669E0	-5.232881165E1	2.865622520E1	4.391572952E0	5.982281909E1
4.268923140E0	-5.232881165E1	2.865622520E1	4.391572952E0	5.982281909E1
4.273849371E0	-5.232881165E1	2.865622520E1	4.391572952E0	5.982281909E1
4.278775525E0	-3.965459061E1	2.341683578E1	1.613131046E0	4.608076547E1
4.283701910E0	-3.965459061E1	2.341683578E1	1.613131046E0	4.608076547E1
4.288627833E0	-3.965459061E1	2.341683578E1	1.613131046E0	4.608076547E1
4.293553910E0	-3.965459061E1	2.341683578E1	1.613131046E0	4.608076547E1
4.298480130E0	-3.181927872E1	2.095529175E1	-8.544465065E0	3.904610907E1
4.303406592E0	-3.181927872E1	2.095529175E1	-8.544465065E0	3.904610907E1
4.308333077E0	-3.181927872E1	2.095529175E1	-8.544465065E0	3.904610907E1
4.313259539E0	-3.181927872E1	2.095529175E1	-8.544465065E0	3.904610907E1
4.318185693E0	-2.479080772E1	1.872042465E1	-2.203954506E1	3.808910596E1
4.323112476E0	-2.479080772E1	1.872042465E1	-2.203954506E1	3.808910596E1
4.328039245E0	-2.479080772E1	1.872042465E1	-2.203954506E1	3.808910596E1
4.332965322E0	-2.479080772E1	1.872042465E1	-2.203954506E1	3.808910596E1
4.337891895E0	-1.487577248E1	1.669045258E1	-2.999451256E1	3.741030069E1
4.342818587E0	-1.487577248E1	1.669045258E1	-2.999451256E1	3.741030069E1
4.347744804E0	-1.487577248E1	1.669045258E1	-2.999451256E1	3.741030069E1
4.352671804E0	-1.487577248E1	1.669045258E1	-2.999451256E1	3.741030069E1
4.357598650E0	-2.315881968E0	2.065878105E1	-3.107307625E1	3.738562038E1
4.362525953E0	-2.315881968E0	2.065878105E1	-3.107307625E1	3.738562038E1
4.367452722E0	-2.315881968E0	2.065878105E1	-3.107307625E1	3.738562038E1
4.372379876E0	-2.315881968E0	2.065878105E1	-3.107307625E1	3.738562038E1
4.377307184E0	9.583587646E0	2.235561752E1	-2.692805672E1	3.628689881E1
4.382233722E0	9.583587646E0	2.235561752E1	-2.692805672E1	3.628689881E1
4.387160467E0	9.583587646E0	2.235561752E1	-2.692805672E1	3.628689881E1
4.392086621E0	9.583587646E0	2.235561752E1	-2.692805672E1	3.628689881E1
4.397013083E0	1.424602509E1	2.114178467E1	-1.545759201E1	2.981377937E1
4.401939539E0	1.424602509E1	2.114178467E1	-1.545759201E1	2.981377937E1
4.406865693E0	1.424602509E1	2.114178467E1	-1.545759201E1	2.981377937E1
4.411792155E0	1.424602509E1	2.114178467E1	-1.545759201E1	2.981377937E1
4.416718596E0	1.726816750E1	2.116759109E1	-6.409901142E0	2.805963924E1
4.421645596E0	1.726816750E1	2.116759109E1	-6.409901142E0	2.805963924E1
4.426572442E0	1.726816750E1	2.116759109E1	-6.409901142E0	2.805963924E1
4.431499423E0	1.726816750E1	2.116759109E1	-6.409901142E0	2.805963924E1
4.436426193E0	2.768313217E1	1.976164055E1	-1.740190983E0	3.405740020E1
4.441352654E0	2.768313217E1	1.976164055E1	-1.740190983E0	3.405740020E1
4.446279116E0	2.768313217E1	1.976164055E1	-1.740190983E0	3.405740020E1
4.451205885E0	2.768313217E1	1.976164055E1	-1.740190983E0	3.405740020E1
4.456132962E0	4.233290863E1	1.556835270E1	3.183015108E0	4.521703599E1
4.461059750E0	4.233290863E1	1.556835270E1	3.183015108E0	4.521703599E1
4.465986212E0	4.233290863E1	1.556835270E1	3.183015108E0	4.521703599E1
4.470912442E0	4.233290863E1	1.556835270E1	3.183015108E0	4.521703599E1
4.475838596E0	4.233290863E1	1.556835270E1	3.183015108E0	4.521703599E1
4.480764750E0	4.508813477E1	9.633564949E0	1.654617310E1	4.898490905E1
4.485691212E0	4.508813477E1	9.633564949E0	1.654617310E1	4.898490905E1
4.490617890E0	4.508813477E1	9.633564949E0	1.654617310E1	4.898490905E1
4.495544659E0	4.508813477E1	9.633564949E0	1.654617310E1	4.898490905E1
4.500471505E0	3.944037247E1	8.286209106E0	3.058157158E1	5.059087627E1
4.505397976E0	3.944037247E1	8.286209106E0	3.058157158E1	5.059087627E1
4.510324976E0	3.944037247E1	8.286209106E0	3.058157158E1	5.059087627E1
4.515251822E0	3.944037247E1	8.286209106E0	3.058157158E1	5.059087627E1
4.520178601E0	2.708484650E1	4.550998211E0	3.733971786E1	4.635250829E1
4.525105909E0	2.708484650E1	4.550998211E0	3.733971786E1	4.635250829E1
4.530033275E0	2.708484650E1	4.550998211E0	3.733971786E1	4.635250829E1
4.534960121E0	2.708484650E1	4.550998211E0	3.733971786E1	4.635250829E1
4.539887736E0	1.694262123E1	7.364251137E0	2.889151001E1	3.429291413E1
4.544815169E0	1.694262123E1	7.364251137E0	2.889151001E1	3.429291413E1
4.549742784E0	1.694262123E1	7.364251137E0	2.889151001E1	3.429291413E1
4.554670477E0	1.694262123E1	7.364251137E0	2.889151001E1	3.429291413E1
4.559597846E0	1.143539333E1	1.283632660E1	1.388700676E1	2.209951262E1
4.564524923E0	1.143539333E1	1.283632660E1	1.388700676E1	2.209951262E1
4.569452029E0	1.143539333E1	1.283632660E1	1.388700676E1	2.209951262E1
4.574378875E0	1.143539333E1	1.283632660E1	1.388700676E1	2.209951262E1
4.579306183E0	1.138199043E1	1.686812210E1	2.171643019E0	2.046458607E1
4.584233044E0	1.138199043E1	1.686812210E1	2.171643019E0	2.046458607E1
4.589159736E0	1.138199043E1	1.686812210E1	2.171643019E0	2.046458607E1
4.594086506E0	1.138199043E1	1.686812210E1	2.171643019E0	2.046458607E1
4.599013947E0	1.164651489E1	2.067099190E1	-1.079223156E1	2.606536931E1
4.603941332E0	1.164651489E1	2.067099190E1	-1.079223156E1	2.606536931E1
4.608868332E0	1.164651489E1	2.067099190E1	-1.079223156E1	2.606536931E1
4.613795486E0	1.164651489E1	2.067099190E1	-1.079223156E1	2.606536931E1
4.618722255E0	1.293846607E1	2.104093170E1	-2.736487961E1	3.686409292E1
4.623649034E0	1.293846607E1	2.104093170E1	-2.736487961E1	3.686409292E1
4.628575803E0	1.293846607E1	2.104093170E1	-2.736487961E1	3.686409292E1
4.633502880E0	1.293846607E1	2.104093170E1	-2.736487961E1	3.686409292E1
4.638429645E0	2.937180042E0	2.209576797E1	-3.256565475E1	3.946355101E1
4.643356645E0	2.937180042E0	2.209576797E1	-3.256565475E1	3.946355101E1
4.648283515E0	2.937180042E0	2.209576797E1	-3.256565475E1	3.946355101E1
4.653211130E0	2.937180042E0	2.209576797E1	-3.256565475E1	3.946355101E1
4.658139130E0	-1.426292133E1	2.943144989E1	-3.289373779E1	4.638576456E1
4.663067145E0	-1.426292133E1	2.943144989E1	-3.289373779E1	4.638576456E1
4.667994838E0	-1.426292133E1	2.943144989E1	-3.289373779E1	4.638576456E1
4.672922299E0	-1.426292133E1	2.943144989E1	-3.289373779E1	4.638576456E1
4.677849679E0	-3.459839630E1	3.593651199E1	-2.922269630E1	5.781390750E1
4.682776986E0	-3.459839630E1	3.593651199E1	-2.922269630E1	5.781390750E1
4.687703525E0	-3.459839630E1	3.593651199E1	-2.922269630E1	5.781390750E1
4.692630294E0	-3.459839630E1	3.593651199E1	-2.922269630E1	5.781390750E1
4.697557602E0	-5.006444550E1	3.410298920E1	-2.154174995E1	6.429237564E1
4.702484448E0	-5.006444550E1	3.410298920E1	-2.154174995E1	6.429237564E1
4.707411525E0	-5.006444550E1	3.410298920E1	-2.154174995E1	6.429237564E1
4.712338602E0	-5.006444550E1	3.410298920E1	-2.154174995E1	6.429237564E1
4.717265901E0	-5.948996735E1	3.213895035E1	-1.444632912E1	6.914235149E1
4.722192670E0	-5.948996735E1	3.213895035E1	-1.444632912E1	6.914235149E1
4.727120073E0	-5.948996735E1	3.213895035E1	-1.444632912E1	6.914235149E1
4.732047458E0	-5.948996735E1	3.213895035E1	-1.444632912E1	6.914235149E1
4.736974843E0	-5.816601181E1	3.103977966E1	-7.319992065E0	6.633502194E1
4.741901925E0	-5.816601181E1	3.103977966E1	-7.319992065E0	6.633502194E1
4.746828463E0	-5.816601181E1	3.103977966E1	-7.319992065E0	6.633502194E1
4.751755155E0	-5.816601181E1	3.103977966E1	-7.319992065E0	6.633502194E1
4.756681997E0	-4.999783707E1	2.809947014E1	4.571259916E-1	5.735479838E1
4.761608997E0	-4.999783707E1	2.809947014E1	4.571259916E-1	5.735479838E1
4.766535843E0	-4.999783707E1	2.809947014E1	4.571259916E-1	5.735479838E1
4.771462934E0	-4.999783707E1	2.809947014E1	4.571259916E-1	5.735479838E1
4.776390011E0	-3.902375412E1	2.227657127E1	4.772067070E0	4.518707379E1
4.781317011E0	-3.902375412E1	2.227657127E1	4.772067070E0	4.518707379E1
4.786243747E0	-3.902375412E1	2.227657127E1	4.772067070E0	4.518707379E1
4.791170516E0	-3.902375412E1	2.227657127E1	4.772067070E0	4.518707379E1
4.796097362E0	-3.124522972E1	2.035328484E1	9.711229801E-1	3.730232786E1
4.801024103E0	-3.124522972E1	2.035328484E1	9.711229801E-1	3.730232786E1
4.805950872E0	-3.124522972E1	2.035328484E1	9.711229801E-1	3.730232786E1
4.810877872E0	-3.124522972E1	2.035328484E1	9.711229801E-1	3.730232786E1
4.815805241E0	-3.124522972E1	2.035328484E1	9.711229801E-1	3.730232786E1
4.820732088E0	-3.105970192E1	1.916241074E1	-9.125423431E0	3.761883067E1
4.825659395E0	-3.105970192E1	1.916241074E1	-9.125423431E0	3.761883067E1
4.830586241E0	-3.105970192E1	1.916241074E1	-9.125423431E0	3.761883067E1
4.835513241E0	-3.105970192E1	1.916241074E1	-9.125423431E0	3.761883067E1
4.840440703E0	-2.744248962E1	1.884234810E1	-2.013941002E1	3.890655670E1
4.845368030E0	-2.744248962E1	1.884234810E1	-2.013941002E1	3.890655670E1
4.850295491E0	-2.744248962E1	1.884234810E1	-2.013941002E1	3.890655670E1
4.855222799E0	-2.744248962E1	1.884234810E1	-2.013941002E1	3.890655670E1
4.860149660E0	-1.685386658E1	2.006056976E1	-3.260258865E1	4.182592575E1
4.865076660E0	-1.685386658E1	2.006056976E1	-3.260258865E1	4.182592575E1
4.870003722E0	-1.685386658E1	2.006056976E1	-3.260258865E1	4.182592575E1
4.874930799E0	-1.685386658E1	2.006056976E1	-3.260258865E1	4.182592575E1
4.879858184E0	-4.315887928E0	2.394135475E1	-3.843773651E1	4.548928384E1
4.884785881E0	-4.315887928E0	2.394135475E1	-3.843773651E1	4.548928384E1
4.889713573E0	-4.315887928E0	2.394135475E1	-3.843773651E1	4.548928384E1
4.894641266E0	-4.315887928E0	2.394135475E1	-3.843773651E1	4.548928384E1
4.899568636E0	3.535697937E0	2.825498390E1	-3.247591019E1	4.319178183E1
4.904495482E0	3.535697937E0	2.825498390E1	-3.247591019E1	4.319178183E1
4.909422867E0	3.535697937E0	2.825498390E1	-3.247591019E1	4.319178183E1
4.914350559E0	3.535697937E0	2.825498390E1	-3.247591019E1	4.319178183E1
4.919277573E0	7.404630184E0	3.436496353E1	-2.199735069E1	4.146881605E1
4.924204420E0	7.404630184E0	3.436496353E1	-2.199735069E1	4.146881605E1
4.929131420E0	7.404630184E0	3.436496353E1	-2.199735069E1	4.146881605E1
4.934058266E0	7.404630184E0	3.436496353E1	-2.199735069E1	4.146881605E1
4.938985343E0	8.208901405E0	4.174996185E1	-1.223567772E1	4.427366244E1
4.943912035E0	8.208901405E0	4.174996185E1	-1.223567772E1	4.427366244E1
4.948838876E0	8.208901405E0	4.174996185E1	-1.223567772E1	4.427366244E1
4.953765568E0	8.208901405E0	4.174996185E1	-1.223567772E1	4.427366244E1
4.958692338E0	1.353023148E1	5.378067017E1	-5.890212059E0	5.576846999E1
4.963619194E0	1.353023148E1	5.378067017E1	-5.890212059E0	5.576846999E1
4.968545886E0	1.353023148E1	5.378067017E1	-5.890212059E0	5.576846999E1
4.973472655E0	1.353023148E1	5.378067017E1	-5.890212059E0	5.576846999E1
4.978399425E0	2.109550095E1	5.795588303E1	5.071418762E0	6.188395451E1
4.983326271E0	2.109550095E1	5.795588303E1	5.071418762E0	6.188395451E1
4.988253271E0	2.109550095E1	5.795588303E1	5.071418762E0	6.188395451E1
4.993180425E0	2.109550095E1	5.795588303E1	5.071418762E0	6.188395451E1
4.998108117E0	3.378042984E1	5.289231873E1	2.213300705E1	6.654761319E1
5.003035131E0	3.378042984E1	5.289231873E1	2.213300705E1	6.654761319E1
5.007962208E0	3.378042984E1	5.289231873E1	2.213300705E1	6.654761319E1
5.012889285E0	3.378042984E1	5.289231873E1	2.213300705E1	6.654761319E1
5.017816054E0	4.939529419E1	3.314987946E1	4.743161011E1	7.608263424E1
5.022742823E0	4.939529419E1	3.314987946E1	4.743161011E1	7.608263424E1
5.027669627E0	4.939529419E1	3.314987946E1	4.743161011E1	7.608263424E1
5.032596473E0	4.939529419E1	3.314987946E1	4.743161011E1	7.608263424E1
5.037523780E0	4.861754990E1	1.439452744E1	7.023724365E1	8.662643346E1
5.042450622E0	4.861754990E1	1.439452744E1	7.023724365E1	8.662643346E1
5.047377622E0	4.861754990E1	1.439452744E1	7.023724365E1	8.662643346E1
5.052304083E0	4.861754990E1	1.439452744E1	7.023724365E1	8.662643346E1
5.057230506E0	3.475329208E1	2.546551514E1	5.235173416E1	6.780109027E1
5.062157275E0	3.475329208E1	2.546551514E1	5.235173416E1	6.780109027E1
5.067083723E0	3.475329208E1	2.546551514E1	5.235173416E1	6.780109027E1
5.072010261E0	3.475329208E1	2.546551514E1	5.235173416E1	6.780109027E1
5.076937030E0	2.262574005E1	4.573005676E1	1.728832626E1	5.387066390E1
5.081864116E0	2.262574005E1	4.573005676E1	1.728832626E1	5.387066390E1
5.086791193E0	2.262574005E1	4.573005676E1	1.728832626E1	5.387066390E1
5.091718193E0	2.262574005E1	4.573005676E1	1.728832626E1	5.387066390E1
5.096645332E0	1.516512966E1	5.213858795E1	-5.791892052E0	5.460732116E1
5.101572640E0	1.516512966E1	5.213858795E1	-5.791892052E0	5.460732116E1
5.106499486E0	1.516512966E1	5.213858795E1	-5.791892052E0	5.460732116E1
5.111426486E0	1.516512966E1	5.213858795E1	-5.791892052E0	5.460732116E1
5.116353563E0	9.011648178E0	5.064593887E1	-2.569786644E1	5.750305441E1
5.121280101E0	9.011648178E0	5.064593887E1	-2.569786644E1	5.750305441E1
5.126207202E0	9.011648178E0	5.064593887E1	-2.569786644E1	5.750305441E1
5.131134510E0	9.011648178E0	5.064593887E1	-2.569786644E1	5.750305441E1
5.136061895E0	8.572083473E0	3.801078415E1	-4.300635147E1	5.803315082E1
5.140989577E0	8.572083473E0	3.801078415E1	-4.300635147E1	5.803315082E1
5.145917038E0	8.572083473E0	3.801078415E1	-4.300635147E1	5.803315082E1
5.150844962E0	8.572083473E0	3.801078415E1	-4.300635147E1	5.803315082E1
5.155772683E0	8.572083473E0	3.801078415E1	-4.300635147E1	5.803315082E1
5.160700067E0	4.359430790E0	3.011836243E1	-3.640252686E1	4.744749049E1
5.165627452E0	4.359430790E0	3.011836243E1	-3.640252686E1	4.744749049E1
5.170555130E0	4.359430790E0	3.011836243E1	-3.640252686E1	4.744749049E1
5.175482592E0	4.359430790E0	3.011836243E1	-3.640252686E1	4.744749049E1
5.180409669E0	-5.873383045E0	4.625866699E1	-3.029033089E1	5.560454159E1
5.185336746E0	-5.873383045E0	4.625866699E1	-3.029033089E1	5.560454159E1
5.190263746E0	-5.873383045E0	4.625866699E1	-3.029033089E1	5.560454159E1
5.195190823E0	-5.873383045E0	4.625866699E1	-3.029033089E1	5.560454159E1
5.200118207E0	-3.013669395E1	5.746125412E1	-1.953783226E1	6.776240061E1
5.205045592E0	-3.013669395E1	5.746125412E1	-1.953783226E1	6.776240061E1
5.209972957E0	-3.013669395E1	5.746125412E1	-1.953783226E1	6.776240061E1
5.214900649E0	-3.013669395E1	5.746125412E1	-1.953783226E1	6.776240061E1
5.219828034E0	-5.935966110E1	5.340813446E1	-1.317715740E1	8.092981941E1
5.224755404E0	-5.935966110E1	5.340813446E1	-1.317715740E1	8.092981941E1
5.229682866E0	-5.935966110E1	5.340813446E1	-1.317715740E1	8.092981941E1
5.234610173E0	-5.935966110E1	5.340813446E1	-1.317715740E1	8.092981941E1
5.239537279E0	-7.405560303E1	4.243991470E1	-9.225542068E0	8.585155401E1
5.244464433E0	-7.405560303E1	4.243991470E1	-9.225542068E0	8.585155401E1
5.249391799E0	-7.405560303E1	4.243991470E1	-9.225542068E0	8.585155401E1
5.254319414E0	-7.405560303E1	4.243991470E1	-9.225542068E0	8.585155401E1
5.259246876E0	-6.143200302E1	4.261221313E1	-1.437420011E0	7.477805747E1
5.264174500E0	-6.143200302E1	4.261221313E1	-1.437420011E0	7.477805747E1
5.269101654E0	-6.143200302E1	4.261221313E1	-1.437420011E0	7.477805747E1
5.274029346E0	-6.143200302E1	4.261221313E1	-1.437420011E0	7.477805747E1
5.278956746E0	-4.033637238E1	3.468927383E1	1.180612755E1	5.449544296E1
5.283884361E0	-4.033637238E1	3.468927383E1	1.180612755E1	5.449544296E1
5.288812063E0	-4.033637238E1	3.468927383E1	1.180612755E1	5.449544296E1
5.293739832E0	-4.033637238E1	3.468927383E1	1.180612755E1	5.449544296E1
5.298667217E0	-2.508403015E1	2.074277687E1	1.452518845E1	3.564340697E1
5.303594596E0	-2.508403015E1	2.074277687E1	1.452518845E1	3.564340697E1
5.308521981E0	-2.508403015E1	2.074277687E1	1.452518845E1	3.564340697E1
5.313449366E0	-2.508403015E1	2.074277687E1	1.452518845E1	3.564340697E1
5.318376981E0	-2.184594727E1	1.665511513E1	3.999379873E-1	2.747359136E1
5.323304673E0	-2.184594727E1	1.665511513E1	3.999379873E-1	2.747359136E1
5.328232063E0	-2.184594727E1	1.665511513E1	3.999379873E-1	2.747359136E1
5.333159217E0	-2.184594727E1	1.665511513E1	3.999379873E-1	2.747359136E1
5.338086524E0	-2.592356491E1	1.540493202E1	-1.405586529E1	3.327026446E1
5.343013962E0	-2.592356491E1	1.540493202E1	-1.405586529E1	3.327026446E1
5.347941654E0	-2.592356491E1	1.540493202E1	-1.405586529E1	3.327026446E1
5.352868962E0	-2.592356491E1	1.540493202E1	-1.405586529E1	3.327026446E1
5.357796741E0	-2.502227402E1	1.673125267E1	-2.732454872E1	4.065316686E1
5.362724126E0	-2.502227402E1	1.673125267E1	-2.732454872E1	4.065316686E1
5.367651784E0	-2.502227402E1	1.673125267E1	-2.732454872E1	4.065316686E1
5.372579092E0	-2.502227402E1	1.673125267E1	-2.732454872E1	4.065316686E1
5.377506169E0	-1.645415306E1	1.864955139E1	-3.392568588E1	4.206539056E1
5.382433318E0	-1.645415306E1	1.864955139E1	-3.392568588E1	4.206539056E1
5.387360625E0	-1.645415306E1	1.864955139E1	-3.392568588E1	4.206539056E1
5.392288395E0	-1.645415306E1	1.864955139E1	-3.392568588E1	4.206539056E1
5.397216073E0	-4.214990139E0	2.180692673E1	-3.159576797E1	3.862124738E1
5.402143073E0	-4.214990139E0	2.180692673E1	-3.159576797E1	3.862124738E1
5.407070155E0	-4.214990139E0	2.180692673E1	-3.159576797E1	3.862124738E1
5.411997847E0	-4.214990139E0	2.180692673E1	-3.159576797E1	3.862124738E1
5.416925232E0	4.193087101E0	2.627140236E1	-2.266852379E1	3.495183160E1
5.421852616E0	4.193087101E0	2.627140236E1	-2.266852379E1	3.495183160E1
5.426780078E0	4.193087101E0	2.627140236E1	-2.266852379E1	3.495183160E1
5.431707770E0	4.193087101E0	2.627140236E1	-2.266852379E1	3.495183160E1
5.436635400E0	8.000022888E0	3.072766495E1	-1.290427971E1	3.427404549E1
5.441563400E0	8.000022888E0	3.072766495E1	-1.290427971E1	3.427404549E1
5.446491400E0	8.000022888E0	3.072766495E1	-1.290427971E1	3.427404549E1
5.451418847E0	8.000022888E0	3.072766495E1	-1.290427971E1	3.427404549E1
5.456346463E0	1.059354210E1	3.709804535E1	-5.981856823E0	3.904190971E1
5.461274463E0	1.059354210E1	3.709804535E1	-5.981856823E0	3.904190971E1
5.466202467E0	1.059354210E1	3.709804535E1	-5.981856823E0	3.904190971E1
5.471130159E0	1.059354210E1	3.709804535E1	-5.981856823E0	3.904190971E1
5.476057621E0	1.598468781E1	4.229071426E1	2.196584940E0	4.526411098E1
5.480984933E0	1.598468781E1	4.229071426E1	2.196584940E0	4.526411098E1
5.485912395E0	1.598468781E1	4.229071426E1	2.196584940E0	4.526411098E1
5.490840318E0	1.598468781E1	4.229071426E1	2.196584940E0	4.526411098E1
5.495767779E0	1.598468781E1	4.229071426E1	2.196584940E0	4.526411098E1
5.500695087E0	2.401744461E1	3.801409531E1	1.949626732E1	4.901034102E1
5.505622472E0	2.401744461E1	3.801409531E1	1.949626732E1	4.901034102E1
5.510549612E0	2.401744461E1	3.801409531E1	1.949626732E1	4.901034102E1
5.515476919E0	2.401744461E1	3.801409531E1	1.949626732E1	4.901034102E1
5.520403689E0	4.154162979E1	2.576527786E1	3.567168045E1	6.051467041E1
5.525331078E0	4.154162979E1	2.576527786E1	3.567168045E1	6.051467041E1
5.530258771E0	4.154162979E1	2.576527786E1	3.567168045E1	6.051467041E1
5.535186232E0	4.154162979E1	2.576527786E1	3.567168045E1	6.051467041E1
5.540113602E0	4.767722702E1	9.855154037E0	5.002617645E1	6.980587631E1
5.545040602E0	4.767722702E1	9.855154037E0	5.002617645E1	6.980587631E1
5.549967674E0	4.767722702E1	9.855154037E0	5.002617645E1	6.980587631E1
5.554895058E0	4.767722702E1	9.855154037E0	5.002617645E1	6.980587631E1
5.559822135E0	3.853454971E1	9.546264648E0	5.215478516E1	6.554513182E1
5.564748294E0	3.853454971E1	9.546264648E0	5.215478516E1	6.554513182E1
5.569674525E0	3.853454971E1	9.546264648E0	5.215478516E1	6.554513182E1
5.574600986E0	3.853454971E1	9.546264648E0	5.215478516E1	6.554513182E1
5.579527053E0	2.708625603E1	2.562617111E1	3.059204292E1	4.823109994E1
5.584453515E0	2.708625603E1	2.562617111E1	3.059204292E1	4.823109994E1
5.589379751E0	2.708625603E1	2.562617111E1	3.059204292E1	4.823109994E1
5.594306443E0	2.708625603E1	2.562617111E1	3.059204292E1	4.823109994E1
5.599232982E0	1.649915314E1	3.731710434E1	9.143704414E0	4.181382141E1
5.604159674E0	1.649915314E1	3.731710434E1	9.143704414E0	4.181382141E1
5.609086212E0	1.649915314E1	3.731710434E1	9.143704414E0	4.181382141E1
